PAYMENT_ID,ORDER_ID,PAYMENT_DATE,PAYMENT_MODE,PAYMENT_STATUS,AMOUNT
20017,18884,2023-04-03,CARD,SUCCESS,1369.08
20018,18885,2023-01-09,PAYPAL,SUCCESS,1022.14
20019,18886,2023-12-19,CARD,SUCCESS,1752.04
20020,18887,2025-06-27,CARD,SUCCESS,358.79
20021,18888,2025-08-08,PAYPAL,SUCCESS,481.31
20022,18889,2023-05-27,CARD,PENDING,334.29
20023,18889,2023-05-30,CARD,SUCCESS,334.29
20024,18890,2024-10-09,PAYPAL,SUCCESS,1819.06
20025,18891,2025-02-19,PAYPAL,SUCCESS,129.80
20026,18892,2025-11-23,GOOGLE_PAY,FAILED,65.95
20027,18893,2024-07-20,CARD,SUCCESS,505.20
20028,18894,2023-09-21,CARD,PENDING,1118.61
20029,18895,2024-03-06,CARD,SUCCESS,1488.83
20030,18896,2023-12-03,CARD,SUCCESS,4239.37
20031,18897,2023-04-04,ACH,SUCCESS,1561.04
20032,18898,2025-11-19,CARD,SUCCESS,65.84
20033,18899,2025-07-30,ACH,PENDING,15072.73
20034,18900,2024-06-21,CARD,SUCCESS,338.76
20035,18901,2025-03-20,ACH,REFUNDED,578.32
20036,18902,2024-11-25,CARD,FAILED,1243.60
20037,18902,2024-11-28,CARD,SUCCESS,1243.60
20038,18903,2024-05-04,CARD,SUCCESS,1330.47
20039,18904,2025-09-27,CARD,SUCCESS,179.36
20040,18905,2024-11-03,CARD,REFUNDED,2289.76
20041,18906,2023-04-17,PAYPAL,FAILED,258.19
20042,18907,2024-04-13,CARD,SUCCESS,942.58
20043,18908,2023-06-29,CARD,FAILED,3302.90
20044,18909,2023-02-05,CARD,SUCCESS,704.26
20045,18910,2024-04-30,CARD,SUCCESS,821.75
20046,18911,2023-04-01,GOOGLE_PAY,SUCCESS,1814.85
20047,18912,2024-02-08,CARD,REFUNDED,681.40
20048,18913,2025-06-20,CARD,SUCCESS,1436.58
20049,18914,2024-10-24,APPLE_PAY,SUCCESS,733.67
20050,18915,2024-08-27,CARD,SUCCESS,1116.44
20051,18916,2025-04-14,CARD,PENDING,2336.35
20052,18917,2023-05-15,ACH,PENDING,717.28
20053,18918,2023-12-27,CARD,REFUNDED,856.90
20054,18918,2024-01-12,CARD,REFUNDED,856.90
20055,18919,2025-09-01,CARD,SUCCESS,15278.00
20056,18920,2023-07-25,PAYPAL,SUCCESS,849.46
20057,18921,2024-08-06,CARD,SUCCESS,3173.92
20058,18922,2023-03-25,CARD,PENDING,908.25
20059,18923,2025-07-16,CARD,SUCCESS,759.32
20060,18924,2023-08-03,CARD,PENDING,6301.75
20061,18925,2023-01-15,CARD,REFUNDED,483.85
20062,18926,2023-07-19,CARD,REFUNDED,49.96
20063,18927,2023-06-26,CARD,SUCCESS,627.06
20064,18928,2025-11-10,CARD,SUCCESS,1773.20
20065,18929,2024-08-21,PAYPAL,SUCCESS,431.27
20066,18930,2025-02-18,CARD,PENDING,326.55
20067,18931,2023-04-19,PAYPAL,SUCCESS,442.30
20068,18932,2023-04-04,PAYPAL,SUCCESS,862.42
20069,18933,2024-05-18,ACH,REFUNDED,1716.45
20070,18934,2024-11-11,ACH,SUCCESS,869.07
20071,18935,2024-12-06,CARD,SUCCESS,931.88
20072,18936,2024-09-11,GOOGLE_PAY,SUCCESS,8.38
20073,18937,2024-11-16,CARD,SUCCESS,848.67
20074,18938,2025-10-31,CARD,SUCCESS,417.24
20075,18939,2023-09-30,CARD,SUCCESS,416.84
20076,18940,2024-12-29,APPLE_PAY,SUCCESS,599.44
20077,18941,2025-04-04,CARD,SUCCESS,112.56
20078,18942,2024-01-04,CARD,SUCCESS,436.59
20079,18943,2023-04-28,CARD,SUCCESS,5877.61
20080,18944,2025-04-21,PAYPAL,FAILED,203.73
20081,18945,2023-07-26,CARD,SUCCESS,267.70
20082,18946,2024-03-08,CARD,FAILED,461.14
20083,18947,2024-05-29,APPLE_PAY,PENDING,453.08
20084,18948,2024-05-30,CARD,SUCCESS,2947.27
20085,18949,2025-05-10,PAYPAL,PENDING,3374.07
20086,18950,2024-12-20,GOOGLE_PAY,SUCCESS,1064.31
20087,18951,2025-06-21,CARD,SUCCESS,396.08
20088,18952,2025-01-27,CARD,SUCCESS,5896.38
20089,18953,2024-12-01,PAYPAL,SUCCESS,22.46
20090,18954,2025-01-07,CARD,SUCCESS,124.94
20091,18955,2024-12-29,CARD,SUCCESS,1456.17
20092,18956,2024-07-11,CARD,SUCCESS,31.66
20093,18957,2023-10-25,CARD,PENDING,9769.41
20094,18958,2024-12-07,ACH,SUCCESS,191.54
20095,18959,2025-01-23,CARD,REFUNDED,1400.06
20096,18959,2025-02-16,CARD,REFUNDED,1400.06
20097,18960,2024-08-15,APPLE_PAY,SUCCESS,2731.69
20098,18961,2024-12-12,CARD,SUCCESS,346.78
20099,18962,2025-12-08,CARD,SUCCESS,2673.96
20100,18963,2024-07-20,CARD,SUCCESS,4077.03
20101,18964,2025-01-15,CARD,SUCCESS,332.83
20102,18965,2024-03-30,APPLE_PAY,SUCCESS,3170.55
20103,18966,2025-02-18,ACH,SUCCESS,1649.88
20104,18967,2024-08-04,PAYPAL,SUCCESS,399.18
20105,18968,2023-09-04,CARD,SUCCESS,5175.70
20106,18969,2023-11-11,CARD,SUCCESS,1032.92
20107,18970,2023-12-17,PAYPAL,SUCCESS,100.12
20108,18971,2023-01-25,PAYPAL,SUCCESS,1879.62
20109,18972,2025-10-03,ACH,PENDING,23.23
20110,18973,2023-11-24,ACH,SUCCESS,863.05
20111,18974,2025-05-22,ACH,SUCCESS,609.72
20112,18975,2023-08-20,CARD,SUCCESS,1877.48
20113,18976,2025-09-19,CARD,SUCCESS,1066.79
20114,18977,2024-05-11,APPLE_PAY,SUCCESS,1057.22
20115,18978,2023-12-19,CARD,SUCCESS,2498.86
20116,18979,2024-11-12,CARD,SUCCESS,1832.65
20117,18980,2024-08-09,CARD,REFUNDED,93.69
20118,18981,2024-10-20,CARD,FAILED,332.66
20119,18982,2023-11-17,CARD,SUCCESS,10.54
20120,18983,2025-01-30,PAYPAL,PENDING,146.74
20121,18984,2024-03-13,ACH,FAILED,387.68
20122,18985,2024-04-21,GOOGLE_PAY,PENDING,2632.23
20123,18986,2023-10-24,GOOGLE_PAY,SUCCESS,802.28
20124,18987,2023-01-20,APPLE_PAY,SUCCESS,2143.83
20125,18988,2023-04-21,ACH,SUCCESS,108.30
20126,18989,2023-11-30,CARD,SUCCESS,1418.85
20127,18990,2024-02-28,CARD,SUCCESS,367.88
20128,18991,2025-11-17,CARD,REFUNDED,1439.09
20129,18992,2023-09-26,CARD,SUCCESS,150.63
20130,18993,2023-06-04,CARD,SUCCESS,2763.45
20131,18994,2024-05-07,PAYPAL,SUCCESS,1701.20
20132,18995,2023-03-21,CARD,SUCCESS,2200.24
20133,18996,2023-03-30,CARD,SUCCESS,187.60
20134,18997,2025-02-12,CARD,REFUNDED,201.74
20135,18998,2024-10-27,CARD,SUCCESS,2120.30
20136,18999,2025-09-01,CARD,SUCCESS,2440.89
20137,19000,2023-08-18,CARD,SUCCESS,219.71
20138,19001,2025-10-09,CARD,SUCCESS,1645.65
20139,19002,2025-03-24,ACH,SUCCESS,706.71
20140,19003,2023-02-11,CARD,SUCCESS,1868.44
20141,19004,2024-05-10,CARD,SUCCESS,3885.83
20142,19005,2024-10-13,PAYPAL,SUCCESS,2682.75
20143,19006,2025-01-27,PAYPAL,SUCCESS,753.54
20144,19007,2024-11-27,ACH,REFUNDED,4346.14
20145,19008,2025-05-14,CARD,SUCCESS,638.18
20146,19009,2023-12-02,CARD,SUCCESS,1134.30
20147,19010,2024-05-18,CARD,SUCCESS,138.36
20148,19011,2023-12-03,CARD,SUCCESS,3114.03
20149,19012,2024-08-19,CARD,SUCCESS,986.60
20150,19013,2023-02-27,CARD,PENDING,2681.39
20151,19014,2025-05-03,CARD,SUCCESS,880.04
20152,19015,2025-05-30,ACH,SUCCESS,1692.93
20153,19016,2023-11-08,CARD,SUCCESS,1127.08
20154,19017,2025-12-27,CARD,SUCCESS,2730.12
20155,19018,2023-05-10,CARD,PENDING,4159.18
20156,19019,2025-08-24,CARD,SUCCESS,1047.79
20157,19020,2023-05-11,CARD,SUCCESS,1405.04
20158,19021,2024-01-08,CARD,SUCCESS,1918.09
20159,19022,2025-01-09,CARD,FAILED,362.14
20160,19023,2023-08-20,CARD,FAILED,340.72
20161,19024,2023-12-29,PAYPAL,PENDING,1650.34
20162,19025,2023-02-23,CARD,SUCCESS,180.79
20163,19026,2024-05-08,CARD,SUCCESS,1635.96
20164,19027,2024-06-21,CARD,SUCCESS,2481.40
20165,19028,2025-02-12,CARD,SUCCESS,3955.66
20166,19029,2025-07-15,APPLE_PAY,PENDING,1156.32
20167,19030,2025-12-12,PAYPAL,FAILED,266.32
20168,19031,2025-02-20,ACH,PENDING,2774.29
20169,19032,2024-04-20,CARD,SUCCESS,364.27
20170,19033,2024-06-17,CARD,SUCCESS,2278.95
20171,19034,2023-07-08,CARD,SUCCESS,447.62
20172,19035,2025-08-10,ACH,SUCCESS,1073.31
20173,19036,2024-08-06,CARD,SUCCESS,1029.74
20174,19037,2024-10-03,ACH,SUCCESS,937.82
20175,19038,2024-03-22,CARD,PENDING,699.33
20176,19039,2023-10-01,CARD,SUCCESS,1810.13
20177,19040,2025-11-15,CARD,SUCCESS,204.52
20178,19041,2025-09-26,APPLE_PAY,PENDING,1086.71
20179,19042,2025-11-15,CARD,SUCCESS,157.95
20180,19042,2025-12-03,CARD,REFUNDED,157.95
20181,19043,2024-03-24,ACH,FAILED,589.48
20182,19044,2023-10-27,CARD,SUCCESS,655.45
20183,19045,2024-01-04,CARD,FAILED,2201.34
20184,19046,2023-09-08,CARD,SUCCESS,1424.34
20185,19047,2023-02-16,CARD,SUCCESS,402.04
20186,19048,2024-09-08,CARD,SUCCESS,960.68
20187,19049,2025-07-23,CARD,SUCCESS,544.64
20188,19050,2025-10-15,CARD,SUCCESS,5603.58
20189,19051,2023-05-06,CARD,SUCCESS,2576.07
20190,19052,2023-06-05,CARD,SUCCESS,2468.50
20191,19053,2025-03-19,APPLE_PAY,SUCCESS,1220.51
20192,19054,2025-04-17,CARD,SUCCESS,1002.44
20193,19055,2023-01-16,CARD,PENDING,103.74
20194,19056,2023-12-15,CARD,PENDING,2150.88
20195,19057,2025-05-09,CARD,SUCCESS,1932.69
20196,19058,2024-04-08,CARD,SUCCESS,129.88
20197,19059,2024-12-08,CARD,PENDING,2755.91
20198,19060,2023-02-23,CARD,FAILED,2109.51
20199,19061,2023-02-04,CARD,SUCCESS,65.28
20200,19062,2024-08-20,CARD,SUCCESS,1168.74
20201,19063,2025-07-01,CARD,SUCCESS,4032.22
20202,19064,2023-08-11,CARD,SUCCESS,1533.52
20203,19065,2023-08-08,PAYPAL,SUCCESS,3357.67
20204,19066,2024-12-24,CARD,PENDING,1783.42
20205,19067,2024-11-09,CARD,SUCCESS,487.62
20206,19068,2023-04-25,CARD,SUCCESS,1185.83
20207,19069,2024-04-12,CARD,SUCCESS,3226.52
20208,19070,2024-05-26,CARD,SUCCESS,6938.47
20209,19071,2025-05-27,ACH,REFUNDED,4950.15
20210,19071,2025-06-18,ACH,REFUNDED,4950.15
20211,19072,2024-03-02,CARD,FAILED,836.51
20212,19073,2024-02-05,CARD,SUCCESS,1359.91
20213,19074,2025-09-12,CARD,SUCCESS,4584.81
20214,19075,2023-08-02,PAYPAL,SUCCESS,2677.36
20215,19076,2025-11-25,GOOGLE_PAY,SUCCESS,3904.73
20216,19077,2023-10-14,CARD,FAILED,3306.41
20217,19078,2025-08-04,CARD,SUCCESS,1480.61
20218,19079,2024-06-26,CARD,PENDING,84.62
20219,19080,2025-04-12,APPLE_PAY,REFUNDED,1813.67
20220,19081,2023-07-02,CARD,SUCCESS,2282.48
20221,19082,2024-11-24,CARD,SUCCESS,3308.94
20222,19083,2024-06-01,CARD,SUCCESS,2254.50
20223,19083,2024-06-19,CARD,REFUNDED,529.29
20224,19084,2023-08-09,CARD,SUCCESS,389.70
20225,19085,2025-09-20,CARD,SUCCESS,566.67
20226,19086,2023-08-13,CARD,SUCCESS,3432.29
20227,19087,2023-05-02,CARD,SUCCESS,1937.27
20228,19088,2024-07-28,CARD,SUCCESS,69.30
20229,19089,2024-08-09,CARD,SUCCESS,1653.37
20230,19090,2023-10-15,CARD,REFUNDED,139.98
20231,19091,2024-04-29,PAYPAL,SUCCESS,300.71
20232,19092,2024-08-15,CARD,SUCCESS,1238.48
20233,19093,2023-04-11,PAYPAL,PENDING,1221.09
20234,19094,2024-07-12,CARD,PENDING,12755.84
20235,19094,2024-07-15,CARD,SUCCESS,12755.84
20236,19095,2024-09-21,CARD,SUCCESS,4630.26
20237,19096,2024-08-12,CARD,SUCCESS,147.33
20238,19097,2024-07-17,ACH,REFUNDED,244.68
20239,19097,2024-08-09,ACH,REFUNDED,140.45
20240,19098,2024-01-29,CARD,SUCCESS,2218.97
20241,19099,2023-05-24,CARD,SUCCESS,5.08
20242,19100,2024-12-29,CARD,FAILED,2032.67
20243,19100,2025-01-01,CARD,SUCCESS,2032.67
20244,19101,2025-12-08,CARD,SUCCESS,1953.60
20245,19102,2025-12-20,CARD,REFUNDED,5.53
20246,19103,2023-08-01,CARD,PENDING,213.61
20247,19104,2023-10-10,PAYPAL,PENDING,1071.38
20248,19105,2025-12-16,APPLE_PAY,SUCCESS,2582.20
20249,19106,2024-02-22,CARD,SUCCESS,1393.73
20250,19107,2025-08-30,CARD,SUCCESS,1341.52
20251,19108,2025-04-26,CARD,SUCCESS,886.18
20252,19109,2024-03-22,CARD,FAILED,129.80
20253,19110,2023-05-17,ACH,SUCCESS,1930.09
20254,19111,2024-04-07,CARD,PENDING,3657.93
20255,19112,2025-12-21,CARD,SUCCESS,2042.78
20256,19113,2023-06-08,APPLE_PAY,FAILED,25.26
20257,19114,2025-12-13,CARD,SUCCESS,577.85
20258,19115,2023-04-29,GOOGLE_PAY,PENDING,1082.76
20259,19116,2023-02-07,ACH,SUCCESS,3708.89
20260,19117,2024-11-05,CARD,SUCCESS,2515.58
20261,19118,2025-02-21,APPLE_PAY,SUCCESS,2332.42
20262,19119,2023-11-20,CARD,SUCCESS,209.21
20263,19120,2025-12-24,CARD,SUCCESS,2247.42
20264,19121,2023-08-15,CARD,SUCCESS,3180.51
20265,19122,2023-01-29,CARD,PENDING,1277.15
20266,19122,2023-01-30,CARD,SUCCESS,1277.15
20267,19123,2025-08-25,CARD,SUCCESS,2101.41
20268,19124,2025-12-28,CARD,SUCCESS,630.66
20269,19125,2025-06-29,PAYPAL,SUCCESS,1113.11
20270,19126,2025-03-08,CARD,SUCCESS,391.37
20271,19127,2023-06-20,CARD,REFUNDED,1762.14
20272,19128,2024-11-03,PAYPAL,REFUNDED,705.99
20273,19129,2023-01-16,CARD,SUCCESS,355.60
20274,19130,2025-01-28,GOOGLE_PAY,SUCCESS,308.17
20275,19131,2024-11-29,CARD,SUCCESS,2012.79
20276,19132,2024-04-18,CARD,SUCCESS,290.86
20277,19133,2024-08-22,PAYPAL,SUCCESS,66.55
20278,19134,2024-05-24,CARD,PENDING,8.49
20279,19135,2023-09-18,CARD,SUCCESS,638.56
20280,19136,2025-02-10,CARD,SUCCESS,322.56
20281,19137,2023-05-21,CARD,SUCCESS,10784.21
20282,19138,2025-12-09,GOOGLE_PAY,REFUNDED,109.09
20283,19138,2025-12-16,GOOGLE_PAY,REFUNDED,109.09
20284,19139,2023-01-22,CARD,SUCCESS,1417.48
20285,19140,2023-02-20,ACH,SUCCESS,8.70
20286,19141,2023-03-28,CARD,SUCCESS,885.77
20287,19142,2024-08-27,APPLE_PAY,SUCCESS,233.76
20288,19143,2025-05-19,CARD,REFUNDED,3349.00
20289,19143,2025-06-09,CARD,REFUNDED,1029.48
20290,19144,2024-12-28,CARD,SUCCESS,5.00
20291,19145,2025-10-25,CARD,SUCCESS,278.53
20292,19146,2025-08-30,ACH,SUCCESS,3497.15
20293,19147,2023-09-30,CARD,SUCCESS,590.34
20294,19148,2024-09-13,CARD,REFUNDED,404.57
20295,19148,2024-09-30,CARD,REFUNDED,404.57
20296,19149,2024-09-18,CARD,SUCCESS,961.32
20297,19150,2025-01-19,CARD,SUCCESS,2233.10
20298,19151,2024-11-24,CARD,PENDING,10.10
20299,19152,2024-04-24,ACH,FAILED,30.90
20300,19153,2024-04-24,CARD,PENDING,611.19
20301,19154,2023-06-19,PAYPAL,SUCCESS,186.08
20302,19155,2024-12-07,CARD,SUCCESS,935.37
20303,19156,2023-12-26,CARD,SUCCESS,147.96
20304,19157,2023-07-12,GOOGLE_PAY,SUCCESS,82.32
20305,19158,2023-11-04,PAYPAL,REFUNDED,423.43
20306,19159,2024-06-12,ACH,FAILED,484.44
20307,19160,2024-12-09,CARD,SUCCESS,462.13
20308,19161,2023-07-22,GOOGLE_PAY,SUCCESS,6913.36
20309,19162,2023-09-23,CARD,SUCCESS,518.33
20310,19163,2024-09-21,PAYPAL,FAILED,1161.92
20311,19164,2023-10-03,CARD,SUCCESS,855.43
20312,19165,2024-02-21,CARD,SUCCESS,193.64
20313,19166,2023-01-11,CARD,SUCCESS,573.37
20314,19166,2023-01-15,CARD,REFUNDED,573.37
20315,19167,2024-02-18,CARD,PENDING,1294.47
20316,19168,2024-10-30,PAYPAL,SUCCESS,85.48
20317,19169,2025-01-21,PAYPAL,SUCCESS,1766.05
20318,19170,2024-12-28,APPLE_PAY,REFUNDED,70.52
20319,19170,2025-01-14,APPLE_PAY,REFUNDED,51.69
20320,19171,2023-03-07,CARD,SUCCESS,816.14
20321,19172,2024-04-27,CARD,SUCCESS,825.32
20322,19173,2025-07-23,CARD,SUCCESS,2523.83
20323,19174,2025-11-16,PAYPAL,SUCCESS,11.42
20324,19175,2024-04-04,CARD,SUCCESS,967.83
20325,19176,2023-11-27,GOOGLE_PAY,SUCCESS,4783.67
20326,19177,2023-10-04,PAYPAL,REFUNDED,305.54
20327,19178,2024-03-28,CARD,SUCCESS,968.03
20328,19179,2024-05-10,PAYPAL,PENDING,2217.73
20329,19180,2025-08-18,CARD,SUCCESS,71.45
20330,19181,2024-05-09,ACH,SUCCESS,3816.36
20331,19182,2025-05-22,CARD,SUCCESS,766.38
20332,19183,2023-06-10,APPLE_PAY,SUCCESS,1067.64
20333,19184,2024-12-16,CARD,FAILED,223.40
20334,19185,2024-06-09,CARD,FAILED,6473.73
20335,19186,2023-08-26,CARD,SUCCESS,672.54
20336,19187,2024-11-20,APPLE_PAY,PENDING,1692.35
20337,19188,2023-01-27,CARD,SUCCESS,109.02
20338,19189,2023-04-30,PAYPAL,SUCCESS,1056.03
20339,19190,2023-02-19,CARD,SUCCESS,4478.90
20340,19191,2023-03-22,CARD,SUCCESS,1306.60
20341,19192,2024-10-24,ACH,SUCCESS,253.14
20342,19193,2024-05-12,CARD,FAILED,655.29
20343,19194,2024-02-29,CARD,FAILED,8.96
20344,19195,2025-01-05,CARD,SUCCESS,512.60
20345,19196,2024-08-01,PAYPAL,FAILED,23.70
20346,19197,2024-02-26,CARD,SUCCESS,563.52
20347,19198,2024-09-25,PAYPAL,SUCCESS,3285.22
20348,19199,2023-01-18,APPLE_PAY,SUCCESS,1864.35
20349,19200,2025-03-14,CARD,SUCCESS,493.41
20350,19201,2025-01-08,APPLE_PAY,SUCCESS,1020.86
20351,19202,2025-09-25,CARD,SUCCESS,1707.69
20352,19203,2023-05-02,CARD,SUCCESS,1350.82
20353,19204,2023-08-25,CARD,FAILED,237.98
20354,19205,2023-07-09,PAYPAL,SUCCESS,1788.30
20355,19206,2025-02-21,APPLE_PAY,SUCCESS,1376.47
20356,19207,2024-03-05,CARD,SUCCESS,3625.03
20357,19208,2025-07-24,CARD,SUCCESS,8637.47
20358,19209,2023-02-01,CARD,REFUNDED,335.56
20359,19210,2025-04-06,CARD,REFUNDED,154.60
20360,19210,2025-04-28,CARD,REFUNDED,154.60
20361,19211,2025-06-02,CARD,SUCCESS,325.42
20362,19212,2024-11-02,CARD,SUCCESS,2127.81
20363,19213,2023-04-17,ACH,SUCCESS,55.50
20364,19214,2024-06-29,CARD,SUCCESS,686.99
20365,19215,2023-05-18,ACH,SUCCESS,2013.60
20366,19216,2025-06-14,CARD,SUCCESS,559.00
20367,19217,2025-06-10,CARD,SUCCESS,487.23
20368,19218,2023-08-01,CARD,SUCCESS,1213.99
20369,19219,2025-06-05,PAYPAL,PENDING,332.40
20370,19220,2023-10-24,ACH,SUCCESS,138.68
20371,19221,2023-08-16,PAYPAL,FAILED,762.44
20372,19222,2023-04-09,CARD,SUCCESS,359.36
20373,19223,2023-04-11,CARD,SUCCESS,3641.37
20374,19224,2024-05-30,CARD,FAILED,4806.90
20375,19225,2024-02-22,CARD,SUCCESS,2082.63
20376,19226,2025-11-01,GOOGLE_PAY,PENDING,809.43
20377,19227,2023-11-27,CARD,SUCCESS,1291.21
20378,19228,2024-06-26,CARD,SUCCESS,379.67
20379,19229,2023-05-18,PAYPAL,SUCCESS,23.32
20380,19230,2025-06-22,PAYPAL,SUCCESS,1240.05
20381,19231,2024-12-20,CARD,SUCCESS,87.31
20382,19232,2023-02-05,CARD,SUCCESS,16632.15
20383,19233,2024-04-15,CARD,SUCCESS,1307.72
20384,19234,2025-09-26,CARD,REFUNDED,549.67
20385,19234,2025-09-29,CARD,REFUNDED,549.67
20386,19235,2024-07-07,CARD,SUCCESS,1103.43
20387,19236,2023-08-04,CARD,SUCCESS,2056.03
20388,19237,2023-05-20,PAYPAL,SUCCESS,151.66
20389,19238,2025-11-17,CARD,SUCCESS,197.52
20390,19239,2023-04-06,CARD,SUCCESS,654.81
20391,19240,2025-07-09,APPLE_PAY,SUCCESS,2783.56
20392,19241,2023-06-12,PAYPAL,PENDING,68.43
20393,19242,2024-12-04,CARD,FAILED,163.34
20394,19243,2025-12-11,ACH,SUCCESS,2367.53
20395,19244,2023-08-05,PAYPAL,SUCCESS,567.75
20396,19245,2025-07-21,CARD,SUCCESS,54.96
20397,19246,2023-10-06,APPLE_PAY,SUCCESS,508.28
20398,19247,2025-03-10,CARD,SUCCESS,2380.17
20399,19248,2025-08-17,CARD,SUCCESS,104.88
20400,19249,2024-01-02,PAYPAL,SUCCESS,1921.74
20401,19250,2025-04-01,APPLE_PAY,SUCCESS,2008.26
20402,19251,2025-03-02,CARD,SUCCESS,1762.67
20403,19252,2023-06-06,CARD,SUCCESS,2096.12
20404,19253,2025-07-05,CARD,SUCCESS,59.67
20405,19254,2023-11-22,CARD,SUCCESS,218.15
20406,19254,2023-12-12,CARD,REFUNDED,164.93
20407,19255,2023-08-23,PAYPAL,PENDING,1665.01
20408,19256,2023-08-26,CARD,SUCCESS,190.20
20409,19257,2025-08-08,CARD,SUCCESS,568.65
20410,19258,2025-08-13,CARD,REFUNDED,5682.21
20411,19259,2024-04-30,CARD,FAILED,3680.72
20412,19260,2025-12-26,CARD,SUCCESS,1976.93
20413,19261,2024-05-02,CARD,SUCCESS,903.06
20414,19262,2024-10-31,CARD,SUCCESS,4605.23
20415,19263,2023-08-19,CARD,SUCCESS,473.65
20416,19264,2025-01-25,APPLE_PAY,SUCCESS,75.80
20417,19265,2023-08-09,CARD,PENDING,852.29
20418,19265,2023-08-11,CARD,SUCCESS,852.29
20419,19266,2024-10-11,CARD,SUCCESS,1397.12
20420,19267,2025-11-03,CARD,SUCCESS,71.07
20421,19268,2024-05-02,CARD,SUCCESS,2138.27
20422,19269,2024-06-12,PAYPAL,SUCCESS,535.35
20423,19270,2025-04-11,CARD,SUCCESS,810.47
20424,19271,2024-12-09,CARD,REFUNDED,849.55
20425,19272,2025-04-01,PAYPAL,SUCCESS,1712.13
20426,19273,2023-03-05,CARD,SUCCESS,624.35
20427,19274,2023-09-16,CARD,PENDING,3697.68
20428,19274,2023-09-18,CARD,SUCCESS,3697.68
20429,19275,2023-05-18,CARD,FAILED,521.44
20430,19276,2025-04-18,CARD,FAILED,2155.03
20431,19277,2023-03-27,CARD,SUCCESS,4.99
20432,19278,2024-08-24,CARD,SUCCESS,2369.40
20433,19279,2024-08-24,APPLE_PAY,FAILED,195.85
20434,19280,2023-12-25,CARD,SUCCESS,1619.42
20435,19281,2023-02-01,APPLE_PAY,SUCCESS,1963.80
20436,19282,2024-11-04,CARD,REFUNDED,1388.98
20437,19283,2025-05-28,APPLE_PAY,SUCCESS,918.52
20438,19284,2024-01-10,CARD,PENDING,1132.31
20439,19284,2024-01-12,CARD,SUCCESS,1132.31
20440,19285,2025-09-29,CARD,PENDING,1379.92
20441,19286,2025-08-21,PAYPAL,SUCCESS,2067.14
20442,19287,2023-12-12,CARD,REFUNDED,78.80
20443,19287,2024-01-02,CARD,REFUNDED,78.80
20444,19288,2025-04-17,PAYPAL,SUCCESS,695.25
20445,19289,2023-06-24,PAYPAL,REFUNDED,452.08
20446,19290,2025-11-11,CARD,SUCCESS,2888.70
20447,19291,2025-07-14,CARD,SUCCESS,327.35
20448,19292,2023-07-05,CARD,REFUNDED,27.72
20449,19293,2025-05-12,ACH,PENDING,3541.14
20450,19294,2023-05-31,CARD,SUCCESS,866.93
20451,19295,2023-12-04,CARD,SUCCESS,2003.28
20452,19296,2023-02-07,CARD,SUCCESS,1294.36
20453,19297,2025-08-05,PAYPAL,SUCCESS,1229.05
20454,19298,2025-09-11,CARD,REFUNDED,1252.24
20455,19298,2025-10-06,CARD,REFUNDED,631.14
20456,19299,2025-08-07,CARD,SUCCESS,441.95
20457,19300,2024-06-23,CARD,FAILED,2633.35
20458,19301,2023-01-13,CARD,SUCCESS,733.22
20459,19302,2023-06-21,GOOGLE_PAY,SUCCESS,553.00
20460,19303,2024-11-27,CARD,REFUNDED,1488.06
20461,19303,2024-12-12,CARD,REFUNDED,1488.06
20462,19304,2024-04-08,CARD,SUCCESS,324.40
20463,19305,2024-10-29,CARD,FAILED,479.45
20464,19306,2025-06-20,CARD,SUCCESS,978.21
20465,19307,2025-04-24,CARD,PENDING,420.09
20466,19308,2024-09-14,CARD,SUCCESS,500.68
20467,19309,2023-04-11,CARD,SUCCESS,505.97
20468,19310,2025-04-07,CARD,SUCCESS,13281.14
20469,19311,2023-10-01,CARD,FAILED,329.51
20470,19312,2023-03-23,CARD,FAILED,309.85
20471,19312,2023-03-24,CARD,SUCCESS,309.85
20472,19313,2024-11-14,CARD,PENDING,835.73
20473,19314,2023-03-23,CARD,PENDING,3259.01
20474,19315,2023-02-07,PAYPAL,SUCCESS,1063.65
20475,19316,2024-07-11,CARD,SUCCESS,38.51
20476,19317,2025-05-16,CARD,SUCCESS,2866.96
20477,19318,2025-04-22,ACH,SUCCESS,540.00
20478,19319,2023-12-14,CARD,SUCCESS,385.26
20479,19320,2025-07-23,GOOGLE_PAY,REFUNDED,640.83
20480,19321,2023-04-30,CARD,SUCCESS,1020.72
20481,19322,2024-08-07,CARD,SUCCESS,3646.35
20482,19323,2023-05-19,CARD,SUCCESS,418.21
20483,19324,2023-10-24,CARD,SUCCESS,391.64
20484,19325,2023-06-14,CARD,PENDING,674.91
20485,19326,2023-04-27,ACH,SUCCESS,1613.97
20486,19327,2023-08-13,CARD,SUCCESS,655.36
20487,19328,2025-12-16,CARD,SUCCESS,1377.96
20488,19329,2023-09-09,PAYPAL,SUCCESS,1856.52
20489,19330,2023-02-25,CARD,SUCCESS,1596.00
20490,19331,2023-03-14,CARD,SUCCESS,5320.54
20491,19332,2023-12-21,CARD,FAILED,406.51
20492,19333,2023-03-07,GOOGLE_PAY,SUCCESS,557.83
20493,19334,2024-01-05,CARD,SUCCESS,273.90
20494,19335,2025-02-15,APPLE_PAY,SUCCESS,2421.15
20495,19336,2023-05-22,ACH,SUCCESS,1292.52
20496,19337,2024-02-26,CARD,SUCCESS,1043.35
