PRODUCT_ID,PRODUCT_NAME,CATEGORY,PRICE,STOCK_QTY
1817,Durable Watch - Model 1817,Books,399.47,7594
1818,Eco Sunglasses - Model 1818,Sports,143.30,1040
1819,Durable Sunglasses - Model 1819,Toys,219.99,7918
1820,Max Keyboard - Model 1820,Electronics,69.52,2926
1821,Kids Vacuum - Model 1821,Sports,342.60,7216
1822,Ultra Air Fryer - Model 1822,Sports,74.85,4135
1823,Smart Vacuum - Model 1823,Beauty,317.49,5274
1824,Max Office Chair - Model 1824,Fashion,215.72,0
1825,Max Air Fryer - Model 1825,Automotive,123.45,494
1826,Premium Skincare Kit - Model 1826,Office,5.28,3737
1827,Smart Camera - Model 1827,Home & Kitchen,8.02,7436
1828,Pro Drone - Model 1828,Books,48.54,7137
1829,Travel Cookware Set - Model 1829,Electronics,39.72,0
1830,Ultra Toy Set - Model 1830,Beauty,9.81,3410
1831,Premium Monitor - Model 1831,Fashion,391.50,5968
1832,Pro Car Charger - Model 1832,Home & Kitchen,8.78,1246
1833,Eco Notebook - Model 1833,Fashion,79.91,6041
1834,Eco Cookware Set - Model 1834,Books,185.85,1811
1835,Pro Router - Model 1835,Sports,113.93,5224
1836,Classic Mouse - Model 1836,Beauty,280.11,2657
1837,Durable Car Charger - Model 1837,Sports,332.30,7973
1838,Premium Protein Bar - Model 1838,Office,2333.71,5635
1839,Wireless Coffee Maker - Model 1839,Home & Kitchen,147.04,1497
1840,Compact Yoga Mat - Model 1840,Office,479.57,4161
1841,Travel USB Hub - Model 1841,Office,1324.20,2708
1842,Ultra Notebook - Model 1842,Beauty,8.71,2240
1843,Max Protein Bar - Model 1843,Home & Kitchen,339.29,5248
1844,Durable Air Fryer - Model 1844,Books,151.25,6560
1845,Smart Desk Lamp - Model 1845,Home & Kitchen,422.42,0
1846,Portable Desk Lamp - Model 1846,Toys,9.44,5323
1847,Travel Office Chair - Model 1847,Toys,193.49,5894
1848,Premium Office Chair - Model 1848,Sports,231.49,3185
1849,Advanced Drone - Model 1849,Home & Kitchen,239.19,4464
1850,Durable Cookware Set - Model 1850,Grocery,15.47,6228
1851,Durable Vacuum - Model 1851,Grocery,1199.72,7009
1852,Premium Watch - Model 1852,Books,413.73,6656
1853,Lite Coffee Maker - Model 1853,Automotive,1493.00,3470
1854,Kids Speaker - Model 1854,Grocery,5.05,0
1855,Wireless Vacuum - Model 1855,Fashion,371.54,2792
1856,Premium Air Fryer - Model 1856,Books,91.03,7925
1857,Compact Toy Set - Model 1857,Home & Kitchen,359.46,3336
1858,Wireless Sunglasses - Model 1858,Sports,97.56,0
1859,Kids Water Bottle - Model 1859,Sports,12.82,2035
1860,Pro Car Charger - Model 1860,Beauty,24.63,3540
1861,Wireless Cookware Set - Model 1861,Toys,47.83,1476
1862,Eco Router - Model 1862,Sports,6.69,1417
1863,Smart Router - Model 1863,Beauty,487.23,7063
1864,Ultra Speaker - Model 1864,Electronics,165.56,614
1865,Premium Speaker - Model 1865,Books,97.91,7871
1866,Travel Face Serum - Model 1866,Beauty,290.26,188
1867,Smart Camera - Model 1867,Fashion,299.72,5935
1868,Premium Notebook - Model 1868,Books,52.92,1145
1869,Portable Jacket - Model 1869,Home & Kitchen,88.01,1635
1870,Durable Notebook - Model 1870,Home & Kitchen,32.69,1896
1871,Ultra Jacket - Model 1871,Fashion,387.70,1921
1872,Ultra Keyboard - Model 1872,Home & Kitchen,279.17,195
1873,Compact Notebook - Model 1873,Sports,153.48,1756
1874,Advanced Keyboard - Model 1874,Sports,16.41,1009
1875,Classic Office Chair - Model 1875,Beauty,27.10,609
1876,Kids Headphones - Model 1876,Sports,282.80,1602
1877,Max Toy Set - Model 1877,Automotive,66.21,5202
1878,Kids Running Socks - Model 1878,Electronics,161.00,7605
1879,Kids Camera - Model 1879,Toys,302.42,7028
1880,Ultra Router - Model 1880,Automotive,189.75,3141
1881,Classic USB Hub - Model 1881,Toys,148.99,5549
1882,Durable Keyboard - Model 1882,Beauty,119.40,4496
1883,Eco Car Wax - Model 1883,Sports,128.58,6768
1884,Premium Jacket - Model 1884,Sports,6.81,2355
1885,Max Toy Set - Model 1885,Books,5.22,2952
1886,Classic Drone - Model 1886,Books,417.90,0
1887,Max Sneakers - Model 1887,Office,5.45,6237
1888,Pro Headphones - Model 1888,Home & Kitchen,409.77,2191
1889,Compact Cookware Set - Model 1889,Electronics,404.06,6645
1890,Smart Car Wax - Model 1890,Fashion,51.44,3882
1891,Compact Desk Lamp - Model 1891,Fashion,14.80,2966
1892,Compact Monitor - Model 1892,Office,412.69,1568
1893,Ultra Jacket - Model 1893,Fashion,261.89,4283
1894,Compact Toy Set - Model 1894,Beauty,38.91,3788
1895,Durable Vacuum - Model 1895,Office,66.07,2324
1896,Lite Coffee Maker - Model 1896,Home & Kitchen,8.19,556
1897,Classic Yoga Mat - Model 1897,Sports,239.10,467
1898,Smart Jacket - Model 1898,Office,67.76,6916
1899,Advanced Car Charger - Model 1899,Electronics,12.98,3060
1900,Durable Office Chair - Model 1900,Office,1500.29,4064
1901,Smart Notebook - Model 1901,Home & Kitchen,28.54,1274
1902,Classic Cookware Set - Model 1902,Books,471.21,1692
1903,Classic Protein Bar - Model 1903,Grocery,300.87,493
1904,Wireless Protein Bar - Model 1904,Books,247.52,0
1905,Durable Blender - Model 1905,Electronics,489.26,7900
1906,Pro Car Charger - Model 1906,Fashion,100.12,3133
1907,Pro Face Serum - Model 1907,Electronics,7.51,6471
1908,Smart Car Wax - Model 1908,Office,53.90,500
1909,Classic Yoga Mat - Model 1909,Fashion,9.05,0
1910,Travel Air Fryer - Model 1910,Books,75.93,7752
1911,Advanced Toy Set - Model 1911,Beauty,341.39,1376
1912,Eco Toy Set - Model 1912,Beauty,81.24,3751
1913,Wireless Skincare Kit - Model 1913,Office,497.21,5079
1914,Max Speaker - Model 1914,Office,131.12,6872
1915,Wireless Cookware Set - Model 1915,Grocery,415.28,7433
1916,Travel Desk Lamp - Model 1916,Grocery,14.28,0
1917,Travel Face Serum - Model 1917,Books,382.28,1744
1918,Portable Face Serum - Model 1918,Beauty,414.94,4988
1919,Compact Notebook - Model 1919,Toys,81.46,2797
1920,Portable Watch - Model 1920,Toys,112.18,2772
1921,Advanced Speaker - Model 1921,Books,136.08,6598
1922,Advanced Watch - Model 1922,Office,499.24,1055
1923,Compact USB Hub - Model 1923,Toys,10.09,4634
1924,Travel Sunglasses - Model 1924,Automotive,279.82,7932
1925,Lite Skincare Kit - Model 1925,Books,8.08,3596
1926,Ultra Skincare Kit - Model 1926,Sports,18.18,778
1927,Compact Jacket - Model 1927,Home & Kitchen,149.96,7399
1928,Max Backpack - Model 1928,Books,108.97,4668
1929,Eco Mouse - Model 1929,Fashion,68.69,1625
1930,Pro Yoga Mat - Model 1930,Books,107.97,450
1931,Kids Car Wax - Model 1931,Automotive,18.95,1550
1932,Ultra Router - Model 1932,Automotive,5.30,5467
1933,Premium Car Charger - Model 1933,Fashion,149.89,2616
1934,Wireless Office Chair - Model 1934,Beauty,412.37,882
1935,Eco Speaker - Model 1935,Sports,5.04,4240
1936,Lite Cookware Set - Model 1936,Automotive,323.21,3146
1937,Premium Car Charger - Model 1937,Sports,329.40,3595
1938,Advanced Face Serum - Model 1938,Office,38.49,6646
1939,Ultra Speaker - Model 1939,Beauty,398.55,5816
1940,Travel Mouse - Model 1940,Books,107.83,898
1941,Classic Toy Set - Model 1941,Toys,46.84,4413
1942,Wireless Water Bottle - Model 1942,Automotive,321.87,3467
1943,Pro Water Bottle - Model 1943,Home & Kitchen,2245.99,1666
1944,Advanced Toy Set - Model 1944,Home & Kitchen,404.78,3665
1945,Pro Desk Lamp - Model 1945,Fashion,170.08,5186
1946,Kids Desk Lamp - Model 1946,Fashion,345.88,5492
1947,Classic Sunglasses - Model 1947,Electronics,414.07,3212
1948,Max Protein Bar - Model 1948,Grocery,341.60,5075
1949,Lite Drone - Model 1949,Electronics,41.68,7035
1950,Travel Sneakers - Model 1950,Automotive,20.94,7687
1951,Travel Mouse - Model 1951,Toys,299.12,0
1952,Classic USB Hub - Model 1952,Sports,135.40,2317
1953,Ultra Vacuum - Model 1953,Automotive,348.54,2962
1954,Premium Vacuum - Model 1954,Electronics,62.55,4366
1955,Lite Backpack - Model 1955,Toys,296.37,1220
1956,Eco Water Bottle - Model 1956,Office,79.71,3295
1957,Advanced Running Socks - Model 1957,Sports,5.06,833
1958,Durable Keyboard - Model 1958,Office,34.06,2600
1959,Pro Camera - Model 1959,Beauty,192.58,3941
1960,Advanced Camera - Model 1960,Fashion,144.44,4155
1961,Compact Cookware Set - Model 1961,Grocery,172.02,4601
1962,Travel Sneakers - Model 1962,Home & Kitchen,276.43,5661
1963,Classic Vacuum - Model 1963,Beauty,398.89,165
1964,Premium Yoga Mat - Model 1964,Home & Kitchen,71.60,0
1965,Lite Protein Bar - Model 1965,Home & Kitchen,90.40,3630
1966,Durable Drone - Model 1966,Automotive,31.02,826
1967,Durable Camera - Model 1967,Grocery,6.58,4712
1968,Compact Notebook - Model 1968,Automotive,302.11,7774
1969,Portable Backpack - Model 1969,Grocery,41.85,1376
1970,Lite Coffee Maker - Model 1970,Fashion,311.64,5816
1971,Ultra Desk Lamp - Model 1971,Fashion,436.86,1179
1972,Kids Face Serum - Model 1972,Office,318.64,5646
1973,Wireless Desk Lamp - Model 1973,Fashion,8.29,2948
1974,Eco Protein Bar - Model 1974,Sports,6.95,1287
1975,Travel Office Chair - Model 1975,Electronics,273.56,1948
1976,Smart Router - Model 1976,Toys,120.48,1094
1977,Classic Desk Lamp - Model 1977,Office,212.65,7653
1978,Smart Yoga Mat - Model 1978,Toys,115.27,5488
1979,Pro Skincare Kit - Model 1979,Grocery,13.52,6639
1980,Portable Protein Bar - Model 1980,Beauty,95.14,0
1981,Durable Drone - Model 1981,Office,17.96,1845
1982,Advanced Car Wax - Model 1982,Home & Kitchen,10.60,1844
1983,Advanced Water Bottle - Model 1983,Beauty,42.44,0
1984,Kids Backpack - Model 1984,Toys,382.45,7042
1985,Pro Monitor - Model 1985,Grocery,41.72,5497
1986,Travel Monitor - Model 1986,Fashion,224.85,1723
1987,Kids Drone - Model 1987,Toys,188.68,6375
1988,Lite Blender - Model 1988,Electronics,409.73,5430
1989,Durable Headphones - Model 1989,Automotive,123.53,0
1990,Kids Speaker - Model 1990,Automotive,25.01,3002
1991,Portable Jacket - Model 1991,Fashion,20.62,751
1992,Durable Skincare Kit - Model 1992,Electronics,8.54,5194
1993,Travel Drone - Model 1993,Fashion,452.67,4939
1994,Compact USB Hub - Model 1994,Beauty,8.79,2692
1995,Kids Coffee Maker - Model 1995,Grocery,372.85,4449
1996,Ultra Mouse - Model 1996,Office,17.89,3051
1997,Compact Sunglasses - Model 1997,Toys,336.70,1893
1998,Durable Water Bottle - Model 1998,Toys,328.68,7012
1999,Premium Air Fryer - Model 1999,Sports,238.17,5999
2000,Lite Office Chair - Model 2000,Beauty,144.40,7230
2001,Classic Sunglasses - Model 2001,Toys,2404.72,2899
2002,Wireless Yoga Mat - Model 2002,Grocery,29.57,5229
2003,Ultra Watch - Model 2003,Office,10.79,7958
2004,Smart Face Serum - Model 2004,Electronics,7.27,5672
2005,Portable Sunglasses - Model 2005,Beauty,103.60,5015
2006,Advanced Car Charger - Model 2006,Beauty,183.73,1863
2007,Kids Sunglasses - Model 2007,Grocery,115.43,47
2008,Kids Face Serum - Model 2008,Beauty,68.40,7434
2009,Pro Coffee Maker - Model 2009,Electronics,459.93,4201
2010,Wireless Backpack - Model 2010,Fashion,455.60,228
2011,Classic Cookware Set - Model 2011,Sports,10.57,0
2012,Durable Jacket - Model 2012,Books,6.02,1742
2013,Lite Yoga Mat - Model 2013,Beauty,301.64,4383
2014,Ultra Coffee Maker - Model 2014,Beauty,155.26,4845
2015,Durable Camera - Model 2015,Electronics,51.28,0
2016,Ultra Blender - Model 2016,Books,48.69,4563
2017,Compact Desk Lamp - Model 2017,Electronics,319.92,5925
2018,Travel Sunglasses - Model 2018,Automotive,73.51,4735
2019,Kids Jacket - Model 2019,Grocery,8.83,87
2020,Lite Speaker - Model 2020,Automotive,320.34,6094
2021,Travel Cookware Set - Model 2021,Books,433.26,4432
2022,Compact Monitor - Model 2022,Grocery,94.66,4132
2023,Wireless Sunglasses - Model 2023,Toys,34.69,2801
2024,Portable Drone - Model 2024,Automotive,36.42,4394
2025,Premium Car Wax - Model 2025,Grocery,309.80,1694
2026,Smart Cookware Set - Model 2026,Fashion,48.84,6851
2027,Travel USB Hub - Model 2027,Automotive,9.27,3631
2028,Kids Drone - Model 2028,Books,125.10,7974
2029,Smart Coffee Maker - Model 2029,Books,183.76,5871
2030,Eco Cookware Set - Model 2030,Grocery,311.85,7595
2031,Durable Drone - Model 2031,Automotive,68.30,356
2032,Max Headphones - Model 2032,Automotive,54.89,2189
2033,Advanced Notebook - Model 2033,Automotive,13.68,3298
2034,Wireless Vacuum - Model 2034,Home & Kitchen,377.26,1645
2035,Lite Car Charger - Model 2035,Home & Kitchen,309.96,3244
2036,Portable Cookware Set - Model 2036,Grocery,490.83,6846
2037,Portable Keyboard - Model 2037,Toys,157.48,6214
2038,Lite Toy Set - Model 2038,Books,10.67,1635
2039,Durable Water Bottle - Model 2039,Electronics,437.08,583
2040,Ultra Vacuum - Model 2040,Home & Kitchen,5.05,2050
2041,Smart Running Socks - Model 2041,Electronics,183.98,2225
2042,Portable Mouse - Model 2042,Books,46.72,2279
2043,Smart USB Hub - Model 2043,Toys,223.96,4151
2044,Smart Vacuum - Model 2044,Beauty,355.30,7487
2045,Premium Protein Bar - Model 2045,Automotive,9.73,0
2046,Max Camera - Model 2046,Sports,117.44,2950
2047,Max Speaker - Model 2047,Automotive,153.51,6310
2048,Ultra Cookware Set - Model 2048,Fashion,11.46,6642
2049,Ultra Speaker - Model 2049,Beauty,227.99,0
2050,Ultra Speaker - Model 2050,Home & Kitchen,170.03,6595
2051,Classic Air Fryer - Model 2051,Office,467.58,0
2052,Pro Headphones - Model 2052,Books,102.37,0
2053,Lite Air Fryer - Model 2053,Sports,345.75,0
2054,Max Vacuum - Model 2054,Sports,19.10,1428
2055,Advanced Sunglasses - Model 2055,Grocery,473.33,2841
2056,Portable Running Socks - Model 2056,Office,143.99,4455
2057,Wireless Watch - Model 2057,Home & Kitchen,417.39,0
2058,Lite Office Chair - Model 2058,Books,163.91,2702
2059,Portable Car Charger - Model 2059,Fashion,89.50,5189
2060,Max Toy Set - Model 2060,Grocery,271.89,2101
2061,Compact Monitor - Model 2061,Grocery,34.88,3784
2062,Ultra Backpack - Model 2062,Office,76.03,4053
2063,Max Air Fryer - Model 2063,Beauty,10.90,478
2064,Durable Mouse - Model 2064,Electronics,88.40,1256
2065,Smart Vacuum - Model 2065,Electronics,17.90,1180
2066,Classic Notebook - Model 2066,Office,189.92,3242
2067,Smart Speaker - Model 2067,Toys,209.96,0
2068,Premium Desk Lamp - Model 2068,Fashion,45.82,4633
2069,Premium Backpack - Model 2069,Books,49.75,2376
2070,Portable Face Serum - Model 2070,Grocery,19.80,2844
2071,Wireless Air Fryer - Model 2071,Home & Kitchen,11.70,4958
2072,Kids USB Hub - Model 2072,Fashion,424.70,7135
2073,Classic Protein Bar - Model 2073,Electronics,50.08,5200
2074,Eco Watch - Model 2074,Books,150.88,6625
2075,Wireless USB Hub - Model 2075,Electronics,484.19,418
2076,Premium Desk Lamp - Model 2076,Books,18.35,4637
2077,Durable Cookware Set - Model 2077,Office,462.59,4566
2078,Advanced Sunglasses - Model 2078,Grocery,106.47,5360
2079,Lite Notebook - Model 2079,Sports,30.96,146
2080,Pro Headphones - Model 2080,Electronics,104.28,3898
2081,Portable Speaker - Model 2081,Sports,359.43,156
2082,Eco Face Serum - Model 2082,Fashion,312.29,1302
2083,Max Watch - Model 2083,Home & Kitchen,346.33,301
2084,Premium Skincare Kit - Model 2084,Automotive,155.35,823
2085,Lite Router - Model 2085,Grocery,121.79,556
2086,Premium Speaker - Model 2086,Automotive,187.43,3714
2087,Wireless Water Bottle - Model 2087,Beauty,116.64,4684
2088,Advanced Blender - Model 2088,Home & Kitchen,466.08,6857
2089,Smart Sunglasses - Model 2089,Electronics,24.35,3290
2090,Travel Sunglasses - Model 2090,Office,1432.09,5927
2091,Durable Blender - Model 2091,Home & Kitchen,92.47,0
2092,Pro Camera - Model 2092,Home & Kitchen,74.13,156
2093,Max Keyboard - Model 2093,Toys,315.33,3789
2094,Lite Watch - Model 2094,Office,5.71,4570
2095,Eco Notebook - Model 2095,Books,77.27,0
2096,Smart Monitor - Model 2096,Toys,319.37,3806
2097,Kids USB Hub - Model 2097,Beauty,268.72,377
2098,Durable Coffee Maker - Model 2098,Toys,249.03,5760
2099,Compact Blender - Model 2099,Beauty,37.26,0
2100,Advanced Sunglasses - Model 2100,Office,172.16,1079
2101,Lite Notebook - Model 2101,Home & Kitchen,9.81,6211
2102,Wireless Coffee Maker - Model 2102,Electronics,346.15,6687
2103,Ultra USB Hub - Model 2103,Books,9.47,6004
2104,Ultra Headphones - Model 2104,Automotive,108.91,4800
2105,Durable USB Hub - Model 2105,Home & Kitchen,197.11,0
2106,Lite Yoga Mat - Model 2106,Office,200.70,5872
2107,Durable Skincare Kit - Model 2107,Beauty,192.62,4360
2108,Smart Face Serum - Model 2108,Grocery,206.42,7072
2109,Portable Watch - Model 2109,Beauty,6.33,4022
2110,Max Air Fryer - Model 2110,Books,81.20,6743
2111,Pro Camera - Model 2111,Sports,1493.61,4781
2112,Pro Watch - Model 2112,Fashion,203.13,2216
2113,Smart Car Wax - Model 2113,Electronics,82.26,5494
2114,Durable Toy Set - Model 2114,Office,11.58,0
2115,Classic Office Chair - Model 2115,Fashion,445.91,5197
2116,Max Speaker - Model 2116,Sports,16.99,7526
2117,Premium Face Serum - Model 2117,Beauty,7.20,2453
2118,Pro Backpack - Model 2118,Home & Kitchen,310.90,4487
2119,Durable Jacket - Model 2119,Fashion,23.48,6279
2120,Eco Air Fryer - Model 2120,Fashion,487.50,3831
2121,Lite Vacuum - Model 2121,Fashion,65.18,90
2122,Advanced Watch - Model 2122,Beauty,209.92,6144
2123,Durable Vacuum - Model 2123,Beauty,116.64,1085
2124,Advanced Camera - Model 2124,Toys,483.81,0
2125,Kids Monitor - Model 2125,Books,407.98,613
2126,Smart Car Wax - Model 2126,Automotive,470.93,5934
2127,Max Cookware Set - Model 2127,Home & Kitchen,170.92,2976
2128,Lite Headphones - Model 2128,Home & Kitchen,127.78,5942
2129,Classic Office Chair - Model 2129,Fashion,75.29,0
2130,Portable Water Bottle - Model 2130,Grocery,2424.49,7554
2131,Premium Running Socks - Model 2131,Automotive,73.37,1756
2132,Compact Skincare Kit - Model 2132,Office,176.91,5415
2133,Compact Keyboard - Model 2133,Electronics,25.69,5259
2134,Portable Running Socks - Model 2134,Electronics,25.00,6095
2135,Lite Running Socks - Model 2135,Office,16.05,5430
2136,Wireless Water Bottle - Model 2136,Beauty,119.00,5645
2137,Premium Jacket - Model 2137,Grocery,125.85,3699
2138,Kids Blender - Model 2138,Automotive,35.42,6624
2139,Premium Sunglasses - Model 2139,Toys,384.68,4663
2140,Ultra Mouse - Model 2140,Home & Kitchen,41.19,1503
2141,Advanced Notebook - Model 2141,Office,457.26,3029
2142,Travel Protein Bar - Model 2142,Beauty,460.73,2118
2143,Durable Desk Lamp - Model 2143,Beauty,12.08,6034
2144,Premium Cookware Set - Model 2144,Books,13.16,5988
2145,Travel Jacket - Model 2145,Electronics,30.51,7549
2146,Max USB Hub - Model 2146,Electronics,340.11,1967
2147,Advanced Office Chair - Model 2147,Beauty,16.37,4071
2148,Travel Notebook - Model 2148,Books,222.15,6341
2149,Kids Monitor - Model 2149,Home & Kitchen,868.46,4296
2150,Lite Keyboard - Model 2150,Toys,120.99,4837
2151,Premium Jacket - Model 2151,Fashion,366.73,7378
2152,Durable Monitor - Model 2152,Books,219.73,5545
2153,Lite Speaker - Model 2153,Toys,36.95,5297
2154,Travel Face Serum - Model 2154,Automotive,113.44,2635
2155,Compact Office Chair - Model 2155,Electronics,95.54,2256
2156,Max Blender - Model 2156,Toys,269.03,6430
2157,Lite Headphones - Model 2157,Toys,364.10,6393
2158,Kids Water Bottle - Model 2158,Home & Kitchen,22.77,939
2159,Premium Sneakers - Model 2159,Automotive,447.20,3790
2160,Travel Vacuum - Model 2160,Books,207.59,6676
2161,Travel Office Chair - Model 2161,Books,268.29,3231
2162,Max Yoga Mat - Model 2162,Automotive,10.64,4729
2163,Compact Water Bottle - Model 2163,Electronics,41.19,7308
2164,Durable Drone - Model 2164,Home & Kitchen,418.29,4766
2165,Pro Notebook - Model 2165,Books,376.10,1519
2166,Classic Car Charger - Model 2166,Office,13.65,0
2167,Max Car Wax - Model 2167,Office,11.90,6172
2168,Portable Headphones - Model 2168,Books,11.77,6767
2169,Max Water Bottle - Model 2169,Automotive,5.01,1527
2170,Kids Headphones - Model 2170,Beauty,233.94,2549
2171,Kids Headphones - Model 2171,Electronics,57.63,2593
2172,Compact Water Bottle - Model 2172,Grocery,432.54,7963
2173,Lite Sunglasses - Model 2173,Beauty,19.01,3465
2174,Lite Headphones - Model 2174,Office,46.94,6144
2175,Max Monitor - Model 2175,Toys,84.47,3181
2176,Eco Yoga Mat - Model 2176,Home & Kitchen,26.37,1199
2177,Compact Toy Set - Model 2177,Sports,265.97,1576
2178,Pro Router - Model 2178,Books,496.04,5609
2179,Advanced Camera - Model 2179,Home & Kitchen,154.00,0
2180,Travel Cookware Set - Model 2180,Books,367.78,201
2181,Smart Toy Set - Model 2181,Beauty,1169.62,4314
2182,Eco Water Bottle - Model 2182,Electronics,181.48,0
2183,Ultra Router - Model 2183,Office,82.70,3490
2184,Ultra Face Serum - Model 2184,Office,256.29,6321
2185,Pro Mouse - Model 2185,Automotive,74.27,0
2186,Advanced Desk Lamp - Model 2186,Books,142.75,3312
2187,Eco Keyboard - Model 2187,Toys,287.49,4873
2188,Classic Backpack - Model 2188,Beauty,407.86,2515
2189,Wireless Jacket - Model 2189,Automotive,340.46,3828
2190,Advanced Notebook - Model 2190,Fashion,1459.97,3546
2191,Travel Watch - Model 2191,Sports,4.99,3506
2192,Compact Backpack - Model 2192,Office,7.29,7359
2193,Kids Monitor - Model 2193,Sports,325.90,5545
2194,Ultra Water Bottle - Model 2194,Automotive,470.04,5706
2195,Smart Sneakers - Model 2195,Automotive,5.71,5204
2196,Lite Keyboard - Model 2196,Fashion,164.93,2652
2197,Compact Toy Set - Model 2197,Grocery,73.32,4648
2198,Lite Keyboard - Model 2198,Toys,293.43,0
2199,Wireless Coffee Maker - Model 2199,Electronics,6.83,1825
2200,Lite Face Serum - Model 2200,Grocery,91.01,7504
2201,Travel Jacket - Model 2201,Books,295.21,3343
2202,Lite Backpack - Model 2202,Fashion,143.46,439
2203,Max Water Bottle - Model 2203,Beauty,136.87,3883
2204,Kids Router - Model 2204,Sports,117.05,3990
2205,Premium Protein Bar - Model 2205,Home & Kitchen,101.15,7713
2206,Wireless Router - Model 2206,Grocery,40.70,1657
2207,Lite Desk Lamp - Model 2207,Electronics,230.76,3944
2208,Advanced Vacuum - Model 2208,Sports,381.07,5377
2209,Lite Camera - Model 2209,Toys,2158.10,6765
2210,Pro Car Wax - Model 2210,Books,413.72,134
2211,Lite Watch - Model 2211,Grocery,164.35,29
2212,Pro Car Wax - Model 2212,Books,279.65,2103
2213,Smart Backpack - Model 2213,Office,260.63,5376
2214,Eco Headphones - Model 2214,Beauty,228.89,0
2215,Travel Desk Lamp - Model 2215,Toys,350.49,2257
2216,Smart Water Bottle - Model 2216,Toys,289.65,1621
2217,Kids Keyboard - Model 2217,Home & Kitchen,39.21,6766
2218,Premium Cookware Set - Model 2218,Electronics,206.87,4542
2219,Wireless Mouse - Model 2219,Electronics,131.26,3572
2220,Ultra Face Serum - Model 2220,Sports,92.44,7815
2221,Eco Backpack - Model 2221,Fashion,426.87,3767
2222,Wireless Car Wax - Model 2222,Grocery,32.70,6862
2223,Classic Water Bottle - Model 2223,Home & Kitchen,72.51,6174
2224,Wireless Skincare Kit - Model 2224,Books,443.82,5819
2225,Durable Protein Bar - Model 2225,Home & Kitchen,213.55,3256
2226,Ultra Skincare Kit - Model 2226,Electronics,293.06,1521
2227,Compact Face Serum - Model 2227,Books,16.82,5475
2228,Smart Desk Lamp - Model 2228,Automotive,277.13,261
2229,Compact Toy Set - Model 2229,Automotive,23.13,2733
2230,Compact Router - Model 2230,Home & Kitchen,455.96,3342
2231,Travel Watch - Model 2231,Office,472.78,6904
2232,Durable Jacket - Model 2232,Grocery,132.94,6628
2233,Ultra Water Bottle - Model 2233,Toys,75.85,2635
2234,Pro Router - Model 2234,Automotive,76.59,6078
2235,Max USB Hub - Model 2235,Toys,167.85,5236
2236,Lite Blender - Model 2236,Automotive,53.23,656
2237,Max Yoga Mat - Model 2237,Automotive,12.52,3388
2238,Portable Jacket - Model 2238,Electronics,447.98,1121
2239,Portable Sunglasses - Model 2239,Toys,98.57,4186
2240,Wireless Monitor - Model 2240,Office,200.23,1685
2241,Max Cookware Set - Model 2241,Beauty,6.19,6899
2242,Durable Car Charger - Model 2242,Fashion,71.74,2666
2243,Wireless Office Chair - Model 2243,Fashion,8.24,2295
2244,Kids Speaker - Model 2244,Office,290.42,1637
2245,Compact Air Fryer - Model 2245,Home & Kitchen,450.17,2141
2246,Durable Toy Set - Model 2246,Electronics,165.49,4696
2247,Compact Vacuum - Model 2247,Home & Kitchen,324.53,2504
2248,Classic Protein Bar - Model 2248,Office,270.33,5855
2249,Premium Router - Model 2249,Books,467.16,6542
2250,Durable Running Socks - Model 2250,Toys,5.30,1355
2251,Eco Vacuum - Model 2251,Automotive,67.10,3700
2252,Travel Skincare Kit - Model 2252,Home & Kitchen,191.54,6074
2253,Kids Blender - Model 2253,Fashion,350.87,4139
2254,Travel Keyboard - Model 2254,Office,398.24,1333
2255,Kids Mouse - Model 2255,Fashion,44.21,980
2256,Premium Mouse - Model 2256,Office,157.04,6836
2257,Pro Office Chair - Model 2257,Automotive,136.37,2992
2258,Wireless Office Chair - Model 2258,Sports,45.36,2124
2259,Smart Mouse - Model 2259,Toys,145.19,4208
2260,Wireless Notebook - Model 2260,Books,46.59,6349
2261,Eco Jacket - Model 2261,Books,360.81,6570
2262,Portable Vacuum - Model 2262,Automotive,422.33,182
2263,Smart Sneakers - Model 2263,Beauty,194.39,4934
2264,Classic Mouse - Model 2264,Toys,163.06,4002
2265,Advanced Camera - Model 2265,Toys,252.18,5132
2266,Durable Office Chair - Model 2266,Books,70.07,6573
2267,Advanced Skincare Kit - Model 2267,Sports,96.13,174
2268,Pro Face Serum - Model 2268,Fashion,127.76,7872
2269,Kids Cookware Set - Model 2269,Office,6.71,4272
2270,Kids Speaker - Model 2270,Electronics,67.25,0
2271,Smart Blender - Model 2271,Automotive,375.77,5853
2272,Wireless Drone - Model 2272,Beauty,186.36,5758
2273,Kids Running Socks - Model 2273,Fashion,7.46,5323
2274,Smart Monitor - Model 2274,Beauty,10.42,3537
2275,Kids Car Wax - Model 2275,Sports,435.41,5297
2276,Classic Air Fryer - Model 2276,Fashion,264.17,7352
2277,Ultra Mouse - Model 2277,Beauty,8.64,2476
2278,Classic Router - Model 2278,Books,59.47,339
2279,Durable Speaker - Model 2279,Beauty,7.64,1324
2280,Ultra Camera - Model 2280,Automotive,69.88,6484
2281,Max Air Fryer - Model 2281,Electronics,46.29,6105
2282,Advanced Protein Bar - Model 2282,Toys,201.94,2774
2283,Lite Keyboard - Model 2283,Grocery,159.37,7512
2284,Compact Speaker - Model 2284,Electronics,275.08,2382
2285,Pro Blender - Model 2285,Automotive,5.00,5040
2286,Wireless Sneakers - Model 2286,Fashion,78.71,930
2287,Classic Router - Model 2287,Office,13.94,1953
