ORDER_ID,CUSTOMER_ID,ORDER_DATE,ORDER_STATUS,TOTAL_AMOUNT
19280,49726,25-12-2023,SHIPPED,1619.42
19281,53258,01-02-2023,PROCESSING,1963.8
19282,48120,02-11-2024,CANCELLED,1388.98
19283,16780,27-05-2025,SHIPPED,918.52
19284,16848,08-01-2024,PENDING,1132.31
19285,86849,28-09-2025,DELIVERED,1379.92
19286,35446,20-08-2025,SHIPPED,2067.14
19287,14716,10-12-2023,RETURNED,78.8
19288,82318,15-04-2025,DELIVERED,695.25
19289,79789,23-06-2023,RETURNED,452.08
19290,36288,11-11-2025,DELIVERED,2888.7
19291,45003,12-07-2025,PROCESSING,327.35
19292,30034,03-07-2023,CANCELLED,27.72
19293,20692,11-05-2025,DELIVERED,3541.14
19294,64590,31-05-2023,DELIVERED,866.93
19295,41727,04-12-2023,DELIVERED,2003.28
19296,2875,05-02-2023,PROCESSING,1294.36
19297,59227,04-08-2025,SHIPPED,1229.05
19298,51605,10-09-2025,RETURNED,1252.24
19299,42584,07-08-2025,DELIVERED,441.95
19300,70162,22-06-2024,PENDING,2633.35
19301,30361,11-01-2023,PROCESSING,733.22
19302,37785,21-06-2023,DELIVERED,553
19303,15375,26-11-2024,RETURNED,1488.06
19304,15169,07-04-2024,DELIVERED,324.4
19305,35964,27-10-2024,PROCESSING,479.45
19306,77570,20-06-2025,DELIVERED,978.21
19307,77780,24-04-2025,PROCESSING,420.09
19308,18168,13-09-2024,PROCESSING,500.68
19309,63805,11-04-2023,SHIPPED,505.97
19310,65949,06-04-2025,DELIVERED,13281.14
19311,95958,29-09-2023,PROCESSING,329.51
19312,66906,21-03-2023,PENDING,309.85
19313,49802,14-11-2024,DELIVERED,835.73
19314,72099,21-03-2023,PENDING,3259.01
19315,68302,06-02-2023,DELIVERED,1063.65
19316,65051,10-07-2024,SHIPPED,38.51
19317,77368,14-05-2025,SHIPPED,2866.96
19318,78423,21-04-2025,DELIVERED,540
19319,7527,14-12-2023,PROCESSING,385.26
19320,11314,21-07-2025,RETURNED,640.83
19321,2390,29-04-2023,SHIPPED,1020.72
19322,55713,06-08-2024,DELIVERED,3646.35
19323,19095,19-05-2023,SHIPPED,418.21
19324,62859,23-10-2023,DELIVERED,391.64
19325,72098,13-06-2023,PENDING,674.91
19326,71841,25-04-2023,SHIPPED,1613.97
19327,10876,11-08-2023,DELIVERED,655.36
19328,79078,14-12-2025,DELIVERED,1377.96
19329,29773,09-09-2023,SHIPPED,1856.52
19330,31512,25-02-2023,SHIPPED,1596
19331,7272,13-03-2023,SHIPPED,5320.54
19332,95881,20-12-2023,CANCELLED,406.51
19333,70727,07-03-2023,SHIPPED,557.83
19334,3871,04-01-2024,PROCESSING,273.9
19335,92194,14-02-2025,SHIPPED,2421.15
19336,99365,21-05-2023,SHIPPED,1292.52
19337,7436,25-02-2024,SHIPPED,1043.35
19338,62840,30-08-2023,DELIVERED,9.43
19339,45554,22-12-2025,PENDING,89.17
19340,83616,24-10-2023,RETURNED,512.08
19341,86882,14-06-2023,PROCESSING,909.78
19342,2465,07-10-2024,SHIPPED,1099.29
19343,81060,07-07-2024,DELIVERED,2654.88
19344,69751,03-05-2023,SHIPPED,3644.39
19345,84339,16-02-2025,SHIPPED,1868.03
19346,75153,19-10-2024,DELIVERED,973.82
19347,74371,07-03-2023,PROCESSING,97.87
19348,75064,16-10-2023,CANCELLED,107.4
19349,60141,09-11-2025,DELIVERED,5.84
19350,98528,12-12-2025,SHIPPED,979.29
19351,81246,01-11-2025,PROCESSING,1980.95
19352,77621,14-11-2023,PROCESSING,303.37
19353,40715,08-08-2025,DELIVERED,2950.08
19354,60271,03-01-2024,SHIPPED,676.57
19355,91501,24-03-2025,SHIPPED,164.79
19356,81168,10-04-2023,RETURNED,7886.28
19357,98378,18-10-2024,CANCELLED,548.12
19358,35011,15-02-2025,DELIVERED,3071.18
19359,62455,06-03-2025,DELIVERED,973.67
19360,1958,10-03-2023,SHIPPED,138.06
19361,75241,07-03-2024,SHIPPED,2917.45
19362,37008,18-02-2024,PROCESSING,314.72
19363,97326,28-11-2023,SHIPPED,428.9
19364,81895,31-12-2024,DELIVERED,3016.63
19365,68208,22-03-2025,PROCESSING,8.54
19366,71776,24-02-2025,DELIVERED,1095.64
19367,56156,21-01-2023,DELIVERED,913.66
19368,77671,17-05-2025,DELIVERED,907.4
19369,84343,12-09-2024,CANCELLED,758.46
19370,22037,26-09-2025,PENDING,1571.97
19371,45258,29-03-2023,PENDING,6507.07
19372,33750,25-04-2025,CANCELLED,746.34
19373,82626,05-01-2023,PROCESSING,637.97
19374,34226,28-12-2025,DELIVERED,558.32
19375,54327,03-05-2023,DELIVERED,68.42
19376,87312,07-09-2025,DELIVERED,1882.31
19377,63396,08-01-2023,DELIVERED,5504.7
19378,99571,27-12-2025,SHIPPED,281.34
19379,79600,28-12-2025,DELIVERED,1088.97
19380,84429,11-05-2025,CANCELLED,88.1
19381,76384,23-07-2024,PROCESSING,1670.18
19382,69666,13-05-2024,DELIVERED,491.81
19383,7358,05-09-2023,RETURNED,429.01
19384,79093,01-11-2023,PROCESSING,7610.71
19385,96723,01-09-2024,DELIVERED,6418.97
19386,37398,10-12-2024,SHIPPED,1353.76
19387,56660,24-01-2024,DELIVERED,6619.25
19388,21199,18-04-2025,DELIVERED,31.65
19389,27306,01-08-2024,SHIPPED,387.22
19390,92378,04-10-2023,DELIVERED,369.76
19391,18810,23-06-2024,PENDING,490.81
19392,98369,27-10-2024,DELIVERED,1630.65
19393,91889,25-03-2023,RETURNED,2398
19394,20014,11-04-2024,DELIVERED,5982.57
19395,26219,31-03-2023,SHIPPED,27.6
19396,97387,03-02-2024,PROCESSING,4284.98
19397,68509,23-04-2024,SHIPPED,1557.89
19398,83391,29-12-2024,DELIVERED,356.6
19399,20192,19-03-2025,DELIVERED,20.94
19400,58572,14-01-2025,PENDING,4304.54
19401,18465,03-12-2024,DELIVERED,1822.7
19402,90254,17-12-2025,PROCESSING,2782.38
19403,88434,07-10-2024,DELIVERED,1154.14
19404,69706,26-08-2024,RETURNED,5698.69
19405,71558,25-03-2024,SHIPPED,1498.4
19406,38522,12-05-2023,SHIPPED,23.1
19407,54974,05-10-2023,SHIPPED,1674.2
19408,91379,08-09-2023,DELIVERED,2747.51
19409,27988,18-06-2023,PENDING,682.49
19410,32389,18-08-2025,SHIPPED,88.74
19411,6470,08-01-2024,PROCESSING,3277.48
19412,84141,01-06-2025,DELIVERED,345.4
19413,34841,04-09-2025,SHIPPED,1515.73
19414,53248,30-09-2023,DELIVERED,428.61
19415,5701,25-10-2025,DELIVERED,3836.55
19416,3557,02-05-2023,DELIVERED,1201.65
19417,66452,02-06-2024,DELIVERED,887.4
19418,13567,08-05-2023,DELIVERED,1079.48
19419,43248,10-12-2024,PENDING,5353.4
19420,67258,05-06-2023,CANCELLED,55.03
19421,82429,04-02-2023,PROCESSING,579.18
19422,98709,14-06-2024,RETURNED,1103.5
19423,6948,17-03-2024,SHIPPED,3862.95
19424,53856,03-11-2024,PENDING,1754.33
19425,13984,03-06-2023,DELIVERED,665.75
19426,72147,06-11-2025,PROCESSING,26.49
19427,40133,04-12-2024,DELIVERED,792.6
19428,56764,11-07-2024,PENDING,149.16
19429,30204,07-07-2024,PROCESSING,1657.98
19430,10358,12-07-2025,DELIVERED,625
19431,27486,26-03-2024,DELIVERED,5489.34
19432,48363,26-07-2025,SHIPPED,4026.91
19433,74952,05-06-2025,DELIVERED,137.1
19434,84771,14-03-2025,PROCESSING,1188.07
19435,49813,06-07-2025,PENDING,707.67
19436,70194,06-04-2024,DELIVERED,504.88
19437,43774,14-11-2025,SHIPPED,1704.05
19438,9364,05-06-2024,DELIVERED,2226.61
19439,39173,23-02-2023,DELIVERED,66
19440,46724,26-03-2023,PENDING,281.16
19441,76917,25-10-2023,PROCESSING,435.13
19442,11868,02-05-2025,DELIVERED,84.14
19443,52846,16-08-2023,DELIVERED,4218.72
19444,61274,12-04-2024,PENDING,4089.35
19445,14610,31-07-2024,RETURNED,521.26
19446,53205,21-12-2024,DELIVERED,1375.32
19447,87416,25-05-2025,CANCELLED,122.86
19448,89430,23-01-2025,SHIPPED,1738.8
19449,78295,08-09-2024,DELIVERED,171.52
19450,4581,20-11-2025,DELIVERED,2783.37
19451,48736,21-12-2024,SHIPPED,173.94
19452,47729,10-03-2023,SHIPPED,1211.99
19453,25323,18-04-2023,SHIPPED,447.76
19454,64409,15-09-2023,DELIVERED,1422.93
19455,35635,11-10-2023,SHIPPED,14.76
19456,21335,07-05-2023,SHIPPED,1208.46
19457,88680,30-04-2023,CANCELLED,629.15
19458,91453,15-01-2023,DELIVERED,3113.79
19459,77835,23-03-2023,SHIPPED,2681.71
19460,74751,23-02-2024,PROCESSING,370.96
19461,4348,23-06-2025,PROCESSING,1717.04
19462,90411,03-10-2025,DELIVERED,1104.48
19463,39782,15-06-2023,CANCELLED,64.23
19464,67742,25-09-2023,SHIPPED,4359.9
19465,2920,11-03-2024,PENDING,1184.93
19466,75543,07-02-2024,PENDING,468.54
19467,35712,08-01-2025,PROCESSING,577.84
19468,36135,19-06-2024,PROCESSING,2321.64
19469,71111,28-02-2025,PROCESSING,3287.24
19470,26918,15-06-2023,PROCESSING,736.38
19471,31707,15-07-2025,PENDING,1349.61
19472,89200,16-09-2023,DELIVERED,2623.69
19473,73512,29-10-2023,DELIVERED,2936.55
19474,8349,03-10-2025,SHIPPED,11821.9
19475,27534,23-02-2024,DELIVERED,3414.58
19476,54653,05-02-2025,DELIVERED,1010.39
19477,63949,22-04-2025,DELIVERED,24.03
19478,7509,20-03-2025,DELIVERED,426.1
19479,24227,11-12-2024,DELIVERED,2800.87
19480,76986,12-03-2025,DELIVERED,2690.54
19481,9451,29-12-2023,SHIPPED,805.53
19482,30925,01-01-2024,DELIVERED,796.92
19483,14328,07-10-2025,DELIVERED,3881.98
19484,24814,02-09-2023,SHIPPED,626.72
19485,54914,03-05-2024,DELIVERED,967.86
19486,83370,09-09-2023,RETURNED,1418.95
19487,91701,08-05-2025,DELIVERED,172.38
19488,53619,26-05-2023,PROCESSING,2532.67
19489,26951,26-07-2024,SHIPPED,1711.81
19490,85164,18-12-2025,RETURNED,333.58
19491,31287,24-08-2023,PROCESSING,62.27
19492,71033,09-09-2023,DELIVERED,832.92
19493,55968,19-01-2024,SHIPPED,1647.19
19494,3112,09-10-2025,DELIVERED,983.68
19495,83253,20-02-2025,DELIVERED,1337.36
19496,85825,06-08-2023,SHIPPED,84.72
19497,5004,16-09-2024,DELIVERED,5.02
19498,12587,29-01-2025,DELIVERED,689.57
19499,313,23-10-2025,PROCESSING,744.49
19500,70567,01-04-2025,PROCESSING,2732.09
19501,87347,05-05-2024,PENDING,1331.59
19502,31727,28-06-2023,SHIPPED,1848.48
19503,42809,16-11-2023,PROCESSING,851.25
19504,20129,06-12-2025,DELIVERED,1883.03
19505,42291,16-07-2023,DELIVERED,1176.93
19506,79911,07-05-2024,DELIVERED,1206.25
19507,30669,10-06-2024,PROCESSING,209.15
19508,2261,20-10-2023,DELIVERED,44.69
19509,32119,12-05-2024,SHIPPED,562.87
19510,94207,08-03-2025,CANCELLED,326.21
19511,66424,29-04-2023,PROCESSING,1138.75
19512,42191,01-06-2024,PROCESSING,643.2
19513,31967,11-04-2023,PENDING,97.42
19514,24274,02-10-2024,DELIVERED,147.94
19515,22260,04-12-2024,DELIVERED,1183.93
19516,21002,02-12-2024,DELIVERED,860.63
19517,42034,04-05-2024,SHIPPED,9.44
19518,76027,03-11-2023,PROCESSING,155.49
19519,82796,31-07-2023,DELIVERED,226.3
19520,26755,05-05-2024,DELIVERED,5288.4
19521,15322,14-06-2023,CANCELLED,881.83
19522,36898,12-01-2023,DELIVERED,4923.68
19523,94308,30-07-2024,PENDING,68.4
19524,43733,04-02-2024,DELIVERED,893.29
19525,41871,31-10-2025,PENDING,1379.57
19526,64988,27-10-2023,CANCELLED,1588.38
19527,25513,07-01-2024,SHIPPED,3561.66
19528,47635,11-05-2025,PROCESSING,94.69
19529,68870,22-10-2024,PROCESSING,732.62
19530,44294,01-04-2025,RETURNED,8828.22
19531,80841,30-04-2025,SHIPPED,26.16
19532,81369,12-09-2023,PENDING,627.26
19533,2406,29-01-2023,PROCESSING,330.57
19534,33211,07-09-2024,CANCELLED,159.13
19535,32440,05-09-2023,PENDING,1759.85
19536,30228,02-03-2024,DELIVERED,2168.46
19537,34840,19-12-2025,CANCELLED,52.02
19538,41691,31-05-2024,PENDING,2661.71
19539,33708,09-03-2024,DELIVERED,163.19
19540,62809,11-11-2025,DELIVERED,472.74
19541,84412,26-11-2024,DELIVERED,250.2
19542,77890,22-12-2025,DELIVERED,2650.26
19543,98053,02-06-2025,RETURNED,102.86
19544,94204,28-10-2025,PROCESSING,2243.8
19545,19475,25-12-2023,DELIVERED,2594.54
19546,58468,29-04-2023,PENDING,4271.94
19547,41281,11-11-2023,DELIVERED,1487.81
19548,5119,04-08-2024,SHIPPED,2379.44
19549,48168,11-07-2024,CANCELLED,886.39
19550,86239,10-10-2023,DELIVERED,2223
19551,15908,18-09-2023,PROCESSING,4373.29
19552,59533,17-06-2023,PROCESSING,101.67
19553,92462,19-06-2024,DELIVERED,3236.9
19554,96000,22-03-2024,PENDING,293.17
19555,3756,31-03-2023,SHIPPED,31.8
19556,34659,30-06-2025,DELIVERED,940.16
19557,10111,21-11-2024,PENDING,1434.54
19558,43585,27-10-2025,PROCESSING,655.09
19559,66119,21-08-2024,DELIVERED,621.03
19560,3920,05-11-2025,PROCESSING,6547.86
19561,36455,01-09-2023,DELIVERED,860.99
19562,60410,15-10-2023,SHIPPED,2836
19563,23726,23-11-2023,DELIVERED,4076.28
19564,74940,30-12-2023,PROCESSING,764.47
19565,32914,26-10-2023,PROCESSING,738.54
19566,96613,08-03-2025,DELIVERED,333
19567,50487,18-05-2025,RETURNED,1834.32
19568,29810,20-09-2024,DELIVERED,193.6
19569,87391,15-11-2024,SHIPPED,1024.75
19570,39185,30-08-2023,DELIVERED,212.97
19571,48365,09-01-2023,DELIVERED,2398.76
19572,19573,15-04-2025,PROCESSING,2752.37
19573,37016,06-07-2025,PENDING,98.95
19574,42765,30-09-2024,PROCESSING,1164.01
19575,6369,23-09-2023,DELIVERED,374.88
19576,78329,31-03-2025,PROCESSING,554.6
19577,73387,10-10-2025,DELIVERED,884.74
19578,65385,21-04-2024,PROCESSING,589.7
19579,30843,30-01-2024,DELIVERED,301.06
19580,80640,19-11-2025,DELIVERED,964.35
19581,84927,10-11-2023,SHIPPED,2621.76
19582,74011,01-08-2023,DELIVERED,1839.64
19583,61708,27-02-2025,PROCESSING,438.99
19584,32476,25-01-2025,DELIVERED,2473.13
19585,20225,20-12-2023,PROCESSING,904.08
19586,8670,17-05-2024,PROCESSING,1538.74
19587,99799,03-10-2023,SHIPPED,1063.23
19588,91720,09-04-2023,PROCESSING,4329.59
19589,5297,25-08-2025,SHIPPED,489.06
19590,23475,13-02-2025,RETURNED,468.76
19591,84736,19-11-2024,PROCESSING,172.86
19592,56033,02-04-2024,SHIPPED,1713.03
19593,66812,04-07-2024,DELIVERED,5450.57
19594,42669,08-01-2024,PROCESSING,550.15
19595,34379,01-03-2023,CANCELLED,525.55
19596,26598,19-11-2024,PROCESSING,2546.02
19597,81221,24-03-2024,SHIPPED,4741.48
19598,830,27-01-2024,PENDING,1032.37
19599,98488,13-11-2023,SHIPPED,830.66
19600,901,19-10-2025,PENDING,3405.5
19601,12711,03-10-2024,DELIVERED,492.9
19602,95151,27-12-2023,PROCESSING,1863.38
19603,13499,16-03-2024,SHIPPED,3314.06
19604,29824,27-05-2024,PENDING,533.37
19605,33345,26-04-2025,PENDING,463.26
19606,43160,28-01-2024,PROCESSING,121.47
19607,1721,02-01-2024,SHIPPED,57.55
19608,75073,03-09-2025,PROCESSING,1286.86
19609,41797,18-12-2024,SHIPPED,5.64
19610,88914,10-02-2025,CANCELLED,140.8
19611,68054,23-02-2023,PROCESSING,231.16
19612,21459,17-03-2023,DELIVERED,786.31
19613,10150,05-04-2024,PROCESSING,3588.43
19614,93928,31-03-2025,DELIVERED,957.93
19615,44775,15-10-2024,PROCESSING,580.03
19616,23651,14-01-2023,DELIVERED,6356.64
19617,55030,14-11-2025,SHIPPED,852.02
19618,3445,14-01-2024,SHIPPED,826.31
19619,33091,19-04-2024,SHIPPED,700.16
19620,35024,14-02-2023,SHIPPED,431.88
19621,6084,01-08-2023,SHIPPED,831.76
19622,47494,07-06-2024,DELIVERED,148.96
19623,23772,24-08-2024,DELIVERED,2983.44
19624,22925,30-06-2023,PROCESSING,1848.96
19625,92947,11-08-2024,PENDING,251.86
19626,92968,10-03-2023,PROCESSING,1076.48
19627,33547,18-05-2023,DELIVERED,180.55
19628,71193,19-06-2025,DELIVERED,8001.98
19629,90520,06-07-2023,RETURNED,2092.16
19630,35088,08-02-2025,PROCESSING,202.55
19631,29451,19-05-2025,PENDING,710.79
19632,29738,17-11-2025,SHIPPED,1528.77
19633,57207,03-04-2025,PROCESSING,678.46
19634,81450,29-03-2025,PROCESSING,4232.88
19635,27561,31-03-2023,DELIVERED,894.29
19636,6852,30-03-2024,CANCELLED,158.03
19637,80241,19-08-2023,DELIVERED,1789.61
19638,73286,09-07-2024,DELIVERED,4147.22
19639,20858,12-04-2023,PROCESSING,18.62
19640,77965,20-04-2023,DELIVERED,1957.79
19641,62502,30-08-2023,DELIVERED,1642.81
19642,37888,18-02-2024,PENDING,2382.07
19643,50809,21-09-2023,DELIVERED,3219.94
19644,99018,13-03-2024,DELIVERED,876.62
19645,98175,12-06-2024,DELIVERED,16284.97
19646,30544,03-07-2023,DELIVERED,1587.72
19647,19899,03-07-2024,DELIVERED,443.1
19648,91929,21-09-2024,DELIVERED,2314.52
19649,54721,28-06-2025,CANCELLED,1154.87
19650,62985,20-02-2024,DELIVERED,2053.08
19651,91911,28-02-2023,RETURNED,923.75
19652,86415,04-09-2024,SHIPPED,291.96
19653,24938,14-01-2024,DELIVERED,969.78
19654,16759,30-06-2025,SHIPPED,1121.37
19655,50158,31-12-2024,DELIVERED,171.54
19656,7006,23-09-2025,DELIVERED,41.88
19657,18103,14-10-2025,PROCESSING,47.19
19658,72264,12-05-2024,SHIPPED,60.56
19659,36469,01-05-2023,SHIPPED,781.56
19660,23080,27-04-2023,SHIPPED,853.26
19661,8754,24-08-2023,SHIPPED,1731.64
19662,52724,23-01-2023,PROCESSING,1606.08
19663,91318,07-09-2024,SHIPPED,2315.35
19664,91467,21-07-2024,SHIPPED,2094.03
19665,45632,16-11-2024,SHIPPED,1120.98
19666,19970,29-05-2025,DELIVERED,1145.44
19667,78605,09-12-2024,PENDING,138.24
19668,49688,14-03-2025,DELIVERED,1497.41
19669,65991,03-09-2023,SHIPPED,305.76
19670,26188,24-05-2025,PROCESSING,1466.21
19671,98062,14-03-2023,PROCESSING,310.47
19672,90587,14-08-2023,SHIPPED,2327.1
19673,69895,03-10-2024,PROCESSING,2479.16
19674,90023,12-06-2023,RETURNED,4654.36
19675,28411,20-02-2024,DELIVERED,1627.62
19676,77797,22-02-2024,DELIVERED,2013.35
19677,71817,08-03-2025,SHIPPED,1987.96
19678,13117,11-04-2025,SHIPPED,4886.26
19679,81903,09-02-2025,DELIVERED,327.8
19680,39174,24-01-2024,PENDING,1505.93
19681,2493,28-08-2025,DELIVERED,635.28
19682,51296,31-08-2025,CANCELLED,2343.15
19683,4671,18-09-2024,DELIVERED,2071.49
19684,36084,27-08-2023,DELIVERED,2516.88
19685,74405,05-10-2024,DELIVERED,2597.74
19686,96606,27-08-2023,RETURNED,3074.29
19687,20393,20-05-2023,DELIVERED,287.98
19688,89478,20-11-2024,SHIPPED,2753.1
19689,1483,11-10-2024,PROCESSING,179.73
19690,41346,24-06-2025,PENDING,43.8
19691,46001,26-06-2025,PENDING,663.04
19692,43907,05-04-2024,PENDING,4539.64
19693,15189,18-03-2023,SHIPPED,1381.09
19694,21808,01-11-2023,PROCESSING,32.5
19695,72426,09-02-2025,DELIVERED,1344.78
19696,92940,10-07-2023,RETURNED,45.43
19697,66726,12-11-2025,CANCELLED,187.23
19698,21179,26-09-2024,SHIPPED,2652.37
19699,73314,22-01-2024,CANCELLED,1277.31
19700,62461,17-02-2023,RETURNED,647.7
19701,42639,18-11-2025,PROCESSING,1504.58
19702,50977,17-02-2023,PENDING,630.29
19703,20215,03-08-2024,DELIVERED,1915.5
19704,32461,10-10-2024,PENDING,588.16
19705,15894,14-03-2024,PROCESSING,1423.4
19706,73852,29-03-2023,PROCESSING,8968.91
19707,29056,02-03-2023,PROCESSING,800.38
19708,57017,14-11-2024,DELIVERED,2944.64
19709,26977,19-05-2025,PROCESSING,476.94
19710,65819,07-11-2024,DELIVERED,2111.81
19711,68687,29-06-2023,DELIVERED,81.75
19712,68441,27-10-2025,SHIPPED,833.13
19713,93330,27-08-2025,SHIPPED,1058.33
19714,34142,28-01-2024,PENDING,1735.64
19715,97368,27-04-2025,PENDING,1918.84
19716,62790,12-02-2024,PROCESSING,975.16
19717,51315,29-03-2024,DELIVERED,890.26
19718,41759,15-09-2023,CANCELLED,1272.79
19719,77077,16-05-2025,PROCESSING,4201.98
19720,30050,02-06-2025,DELIVERED,21.25
19721,28989,10-10-2023,DELIVERED,822.22
19722,83226,11-02-2024,CANCELLED,23.2
19723,85447,08-09-2024,DELIVERED,40.02
19724,98782,27-08-2024,PROCESSING,287.95
19725,39003,17-07-2024,SHIPPED,7002.43
19726,25409,24-07-2023,PENDING,4283.34
19727,22949,29-06-2024,PENDING,518.04
19728,43176,01-09-2025,DELIVERED,84.45
19729,44238,01-08-2023,RETURNED,237.8
19730,64372,01-07-2023,DELIVERED,342.67
19731,1018,23-11-2023,PROCESSING,396.12
19732,36782,20-10-2023,DELIVERED,1331
19733,85978,15-03-2025,DELIVERED,1959.96
19734,60088,25-01-2024,DELIVERED,262.6
19735,14677,13-10-2023,CANCELLED,310.68
19736,20678,06-08-2023,PROCESSING,3331.59
19737,58941,30-07-2025,DELIVERED,1000.91
19738,88476,22-11-2023,PROCESSING,154.11
19739,29865,20-07-2024,DELIVERED,2484.61
19740,17115,06-02-2025,PROCESSING,677.04
19741,80034,07-08-2023,CANCELLED,356.46
19742,17068,29-07-2025,DELIVERED,1825.55
19743,25790,01-09-2024,CANCELLED,3697.84
19744,8832,09-04-2023,PENDING,2682.36
19745,39469,12-12-2023,CANCELLED,21.54
19746,2219,19-12-2023,RETURNED,290.28
19747,14087,31-03-2025,PROCESSING,422.52
19748,27560,27-11-2024,DELIVERED,451.42
19749,68674,10-02-2023,DELIVERED,379.16
19750,93467,08-07-2025,SHIPPED,578.48
19751,44036,22-05-2024,DELIVERED,123.38
19752,73488,02-12-2025,CANCELLED,1146.06
19753,76000,15-03-2025,SHIPPED,2298.67
19754,90211,13-08-2024,PROCESSING,215.6
19755,10085,25-08-2023,SHIPPED,95.08
19756,92231,26-07-2024,DELIVERED,2782.77
19757,51655,24-03-2025,PROCESSING,404.63
19758,96660,12-01-2023,DELIVERED,1642.69
19759,60997,05-03-2023,PENDING,1622.21
19760,17320,27-04-2025,DELIVERED,2937.33
19761,85085,23-08-2023,CANCELLED,306.95
19762,28335,29-10-2024,SHIPPED,2414.34
19763,61045,26-08-2025,SHIPPED,692.2
19764,8043,06-09-2025,DELIVERED,577.4
19765,36080,22-09-2025,DELIVERED,9273.35
19766,53908,24-08-2025,PROCESSING,950.59
19767,23550,02-09-2025,SHIPPED,798.46
19768,40655,12-09-2024,CANCELLED,305.22
19769,58497,27-10-2023,PROCESSING,1332.73
19770,21876,12-01-2024,CANCELLED,95.36
19771,72788,30-07-2023,PROCESSING,1783.96
19772,29968,22-12-2025,SHIPPED,128.72
19773,37465,28-03-2023,DELIVERED,1238.84
19774,64615,18-09-2023,PROCESSING,2265.97
19775,32929,22-07-2025,DELIVERED,2612.48
19776,2527,18-11-2025,PENDING,420.3
19777,76614,05-03-2024,DELIVERED,506.49
19778,20377,04-07-2024,DELIVERED,2904.55
19779,89365,10-01-2025,PENDING,1344.9
19780,51931,30-07-2023,SHIPPED,745.08
19781,63321,27-05-2023,DELIVERED,1062.79
19782,19101,12-01-2024,PROCESSING,66.9
19783,38589,20-12-2025,PROCESSING,210.32
19784,82474,24-08-2024,DELIVERED,640.97
19785,28986,27-12-2024,SHIPPED,239.6
19786,76048,17-07-2023,CANCELLED,414.99
19787,78448,18-07-2025,PENDING,170.24
19788,47744,20-04-2024,CANCELLED,386.89
19789,95524,28-01-2025,SHIPPED,1034.26
19790,21651,01-06-2023,DELIVERED,1000.52
19791,81444,29-12-2024,DELIVERED,1677.89
19792,68649,08-11-2025,DELIVERED,7.14
19793,7990,25-07-2023,PENDING,2381.31
19794,17979,19-10-2025,PROCESSING,793.68
19795,38886,03-08-2023,CANCELLED,7.45
19796,31403,18-10-2023,PROCESSING,1062.41
19797,31236,29-03-2024,CANCELLED,359.35
19798,56575,26-11-2025,SHIPPED,2496.16
19799,15281,08-10-2024,DELIVERED,494.53
19800,50015,28-03-2023,SHIPPED,587.82
19801,73016,31-05-2023,PENDING,1257.77
19802,40821,04-01-2023,PENDING,1053.16
19803,72124,10-01-2023,PROCESSING,614.56
19804,69291,04-09-2023,PENDING,1072.75
19805,21851,21-07-2023,DELIVERED,1243.86
19806,52286,14-04-2023,DELIVERED,716.6
19807,41569,16-11-2023,CANCELLED,804.54
19808,90795,04-05-2024,DELIVERED,815.67
19809,78071,23-01-2025,PENDING,1333.55
19810,82619,22-12-2023,PROCESSING,3654.66
19811,54907,30-06-2025,DELIVERED,1598.64
19812,95715,23-01-2025,RETURNED,1033.86
19813,79810,24-08-2023,DELIVERED,1980.38
19814,85277,16-05-2024,DELIVERED,3084.2
19815,38662,10-06-2023,PROCESSING,1323.25
19816,15944,10-03-2025,RETURNED,2515.18
19817,35368,08-08-2025,PROCESSING,488.35
19818,27207,19-05-2024,RETURNED,540.54
19819,16273,06-06-2023,CANCELLED,567.5
19820,71356,01-07-2024,DELIVERED,601.84
19821,90058,03-08-2025,SHIPPED,1902.54
19822,4328,24-09-2024,DELIVERED,3473.46
19823,21136,08-02-2024,DELIVERED,1346.92
19824,7319,05-11-2023,PROCESSING,128.98
19825,17912,04-06-2024,RETURNED,2934.06
19826,89422,10-08-2025,DELIVERED,933.86
19827,17608,02-10-2025,SHIPPED,205.25
19828,13853,31-05-2025,CANCELLED,58.41
19829,81096,27-05-2024,SHIPPED,1203.23
19830,18973,26-03-2023,SHIPPED,7786.93
19831,22518,11-09-2025,SHIPPED,931.63
19832,81374,18-05-2023,SHIPPED,9472.58
19833,34796,15-12-2025,SHIPPED,1765.27
19834,96537,13-04-2023,CANCELLED,1921.38
19835,71574,20-08-2025,PROCESSING,166.95
19836,93457,16-09-2023,SHIPPED,8972.29
19837,22255,15-04-2025,DELIVERED,231.87
19838,64915,29-01-2025,DELIVERED,220.09
19839,70842,12-08-2023,PENDING,1981.92
19840,35102,06-09-2023,DELIVERED,1540.51
19841,4073,11-11-2023,DELIVERED,283.43
19842,23975,30-08-2023,DELIVERED,1219.54
19843,14808,03-05-2025,RETURNED,738.91
19844,53729,27-06-2025,SHIPPED,606.18
19845,60337,30-11-2024,DELIVERED,3821.26
19846,38303,21-09-2023,PENDING,2331.51
19847,3651,24-10-2024,DELIVERED,98.75
19848,47765,18-08-2025,PROCESSING,206.61
19849,68614,14-09-2023,DELIVERED,2067.93
19850,54679,14-08-2024,DELIVERED,1054.08
19851,39440,06-03-2023,PROCESSING,455.76
19852,61656,10-10-2024,DELIVERED,640
19853,67132,10-04-2025,SHIPPED,657.44
19854,31692,09-01-2024,SHIPPED,621.82
19855,93195,08-03-2025,PROCESSING,964.49
19856,32046,17-04-2024,DELIVERED,4626.67
