SHIPMENT_ID,ORDER_ID,SHIPPED_DATE,DELIVERY_DATE,STATUS
10326,9392,2025-09-22,,SHIPPED
10327,9393,2024-08-07,2024-08-21,DELIVERED
10328,9394,2023-02-22,2023-03-04,DELIVERED
10329,9395,2024-04-21,2024-05-03,DELIVERED
10330,9396,2023-01-30,,IN_TRANSIT
10331,9397,2025-02-05,2025-02-08,DELIVERED
10332,9397,2025-02-04,2025-02-09,DELIVERED
10333,9398,2024-01-16,2024-01-25,DELIVERED
10334,9399,2025-07-01,2025-07-04,DELIVERED
10335,9400,,,
10336,9401,2024-01-10,2024-01-19,DELIVERED
10337,9402,2023-02-21,2023-02-25,RETURNED
10338,9403,2024-03-07,,PACKED
10339,9404,2023-01-25,,PACKED
10340,9405,2023-10-08,2023-10-14,DELIVERED
10341,9406,2023-02-22,2023-03-02,DELIVERED
10342,9407,2025-03-13,,SHIPPED
10343,9408,,,
10344,9409,2025-06-16,,IN_TRANSIT
10345,9410,2023-04-02,,PACKED
10346,9411,,,CANCELLED
10347,9413,2025-10-25,2025-10-28,RETURNED
10348,9413,2025-10-26,2025-11-02,RETURNED
10349,9414,2023-07-21,2023-07-30,DELIVERED
10350,9414,2023-07-22,2023-08-08,DELIVERED
10351,9414,2023-07-21,2023-07-29,DELIVERED
10352,9415,2025-10-04,2025-10-07,DELIVERED
10353,9416,2025-11-29,2025-12-01,DELIVERED
10354,9416,2025-11-29,2025-12-05,DELIVERED
10355,9417,2024-01-16,2024-01-17,DELIVERED
10356,9418,2025-03-10,,PACKED
10357,9419,2024-06-21,,PACKED
10358,9420,2025-02-25,2025-02-27,DELIVERED
10359,9421,2025-10-17,2025-10-23,DELIVERED
10360,9422,2024-08-04,,IN_TRANSIT
10361,9422,2024-08-06,,IN_TRANSIT
10362,9423,2023-12-31,2024-01-13,DELIVERED
10363,9423,2024-01-01,2024-01-02,DELIVERED
10364,9424,,,
10365,9425,2023-07-22,2023-07-24,RETURNED
10366,9426,,,
10367,9427,2024-12-17,,IN_TRANSIT
10368,9428,2023-11-16,,IN_TRANSIT
10369,9428,2023-11-13,,IN_TRANSIT
10370,9429,2023-11-25,2023-11-29,DELIVERED
10371,9429,2023-11-25,2023-11-27,DELIVERED
10372,9429,2023-11-26,2023-11-29,DELIVERED
10373,9430,2025-01-12,,SHIPPED
10374,9431,2024-07-28,,SHIPPED
10375,9432,2023-03-23,2023-03-24,DELIVERED
10376,9432,2023-03-22,2023-03-23,DELIVERED
10377,9433,2025-05-14,2025-05-22,DELIVERED
10378,9434,2024-10-25,,PACKED
10379,9435,2024-05-08,,SHIPPED
10380,9436,2025-01-22,,PACKED
10381,9437,2023-11-29,,SHIPPED
10382,9438,2023-09-13,2023-09-15,RETURNED
10383,9439,2023-02-06,2023-02-13,DELIVERED
10384,9440,,,
10385,9441,2025-03-15,2025-03-25,DELIVERED
10386,9441,2025-03-17,2025-03-25,DELIVERED
10387,9442,2023-09-14,,IN_TRANSIT
10388,9443,2025-05-04,2025-05-08,DELIVERED
10389,9444,2023-10-19,,PACKED
10390,9445,2024-09-22,2024-09-29,DELIVERED
10391,9445,2024-09-21,2024-09-27,DELIVERED
10392,9446,2023-04-30,,SHIPPED
10393,9446,2023-05-01,,IN_TRANSIT
10394,9447,2024-02-04,,PACKED
10395,9448,2025-07-20,2025-07-21,DELIVERED
10396,9448,2025-07-20,2025-08-03,DELIVERED
10397,9449,2025-06-23,,IN_TRANSIT
10398,9450,2025-10-18,2025-10-28,DELIVERED
10399,9451,2024-08-31,2024-09-07,DELIVERED
10400,9452,2025-10-08,,SHIPPED
10401,9453,2024-05-17,,PACKED
10402,9455,2023-01-22,,PACKED
10403,9456,2025-12-04,2025-12-14,DELIVERED
10404,9456,2025-12-04,2025-12-09,DELIVERED
10405,9457,2023-07-13,,SHIPPED
10406,9458,,,
10407,9459,2025-02-22,2025-02-26,RETURNED
10408,9460,2025-09-17,2025-09-19,DELIVERED
10409,9460,2025-09-19,2025-09-25,DELIVERED
10410,9461,2023-10-28,,IN_TRANSIT
10411,9462,2025-11-04,,IN_TRANSIT
10412,9463,2025-09-10,2025-09-17,DELIVERED
10413,9463,2025-09-11,2025-09-19,DELIVERED
10414,9463,2025-09-09,2025-09-18,DELIVERED
10415,9464,2023-07-29,,PACKED
10416,9465,2023-05-12,,PACKED
10417,9466,,,CANCELLED
10418,9467,2023-11-19,,IN_TRANSIT
10419,9468,2023-11-24,2023-11-30,DELIVERED
10420,9469,2025-05-14,2025-05-22,DELIVERED
10421,9470,2025-02-13,2025-02-20,DELIVERED
10422,9471,2023-03-12,2023-03-16,DELIVERED
10423,9471,2023-03-12,2023-03-20,DELIVERED
10424,9472,2024-07-03,2024-07-10,DELIVERED
10425,9473,2025-03-17,,PACKED
10426,9474,2023-10-14,,SHIPPED
10427,9474,2023-10-13,,IN_TRANSIT
10428,9475,2025-07-26,,PACKED
10429,9476,2023-02-12,,SHIPPED
10430,9477,2025-10-29,2025-11-04,DELIVERED
10431,9477,2025-10-28,2025-11-01,DELIVERED
10432,9477,2025-10-31,2025-11-05,DELIVERED
10433,9478,2024-08-11,2024-08-13,DELIVERED
10434,9479,2025-12-25,2025-12-28,DELIVERED
10435,9480,2023-10-23,,PACKED
10436,9481,2025-11-24,2025-11-28,DELIVERED
10437,9482,,,
10438,9483,2023-09-17,2023-09-27,DELIVERED
10439,9484,2025-01-04,2025-01-10,DELIVERED
10440,9485,2023-03-28,,IN_TRANSIT
10441,9486,2023-07-25,,SHIPPED
10442,9487,2024-06-11,2024-06-30,DELIVERED
10443,9487,2024-06-11,2024-06-15,DELIVERED
10444,9488,2025-11-21,2025-11-24,DELIVERED
10445,9489,2023-04-25,,PACKED
10446,9490,2025-01-18,2025-01-22,RETURNED
10447,9490,2025-01-16,2025-01-25,RETURNED
10448,9491,2024-02-22,2024-02-24,DELIVERED
10449,9492,2023-02-13,2023-02-14,DELIVERED
10450,9493,2025-03-03,2025-03-04,DELIVERED
10451,9493,2025-02-28,2025-03-06,DELIVERED
10452,9494,2023-02-08,,PACKED
10453,9495,2023-05-10,2023-05-27,DELIVERED
10454,9495,2023-05-10,2023-05-12,DELIVERED
10455,9496,,,CANCELLED
10456,9497,2024-01-15,,PACKED
10457,9498,2025-08-18,2025-08-28,DELIVERED
10458,9498,2025-08-18,2025-08-26,DELIVERED
10459,9499,2024-10-15,2024-10-22,DELIVERED
10460,9500,2025-09-15,,PACKED
10461,9501,2023-10-08,,SHIPPED
10462,9502,2025-10-18,,SHIPPED
10463,9503,2024-01-05,2024-01-09,DELIVERED
10464,9504,,,CANCELLED
10465,9505,2023-03-11,,SHIPPED
10466,9506,2025-08-10,,PACKED
10467,9507,2023-08-11,,IN_TRANSIT
10468,9508,,,CANCELLED
10469,9509,2024-03-09,2024-03-18,DELIVERED
10470,9510,,,CANCELLED
10471,9511,2023-09-10,2023-09-15,DELIVERED
10472,9512,2023-09-27,2023-10-02,DELIVERED
10473,9513,2024-08-02,2024-08-08,DELIVERED
10474,9514,2023-11-21,,PACKED
10475,9515,2023-10-11,,IN_TRANSIT
10476,9516,2024-08-07,,IN_TRANSIT
10477,9517,2025-09-25,,PACKED
10478,9518,2023-01-11,,PACKED
10479,9519,2024-08-18,2024-08-30,DELIVERED
10480,9520,2024-03-19,,IN_TRANSIT
10481,9521,2024-03-21,,IN_TRANSIT
10482,9521,2024-03-21,,IN_TRANSIT
10483,9521,2024-03-18,,IN_TRANSIT
10484,9522,2024-02-17,,IN_TRANSIT
10485,9522,2024-02-17,,IN_TRANSIT
10486,9523,2025-02-04,2025-02-19,DELIVERED
10487,9524,2025-12-19,,IN_TRANSIT
10488,9525,2025-08-07,,IN_TRANSIT
10489,9526,,,CANCELLED
10490,9527,2023-08-06,2023-08-23,DELIVERED
10491,9527,2023-08-05,2023-08-07,DELIVERED
10492,9528,2025-03-11,2025-03-16,DELIVERED
10493,9529,2025-06-25,2025-06-30,RETURNED
10494,9530,2024-11-25,2024-12-01,DELIVERED
10495,9530,2024-11-25,2024-11-28,DELIVERED
10496,9532,2024-06-12,2024-06-21,DELIVERED
10497,9533,2023-11-07,,PACKED
10498,9534,2024-08-11,,PACKED
10499,9535,2025-07-15,2025-07-19,RETURNED
10500,9536,2024-07-07,,IN_TRANSIT
10501,9537,2025-10-25,2025-10-31,RETURNED
10502,9537,2025-10-27,2025-10-30,RETURNED
10503,9539,2023-12-27,2024-01-06,DELIVERED
10504,9540,,,
10505,9541,2024-08-30,2024-09-05,DELIVERED
10506,9542,2023-09-10,,SHIPPED
10507,9543,,,CANCELLED
10508,9544,2023-03-02,2023-03-03,DELIVERED
10509,9545,2023-04-27,,IN_TRANSIT
10510,9546,2025-02-01,,IN_TRANSIT
10511,9547,2024-08-05,2024-08-08,DELIVERED
10512,9547,2024-08-06,2024-08-14,DELIVERED
10513,9547,2024-08-07,2024-08-17,DELIVERED
10514,9548,2024-09-07,2024-09-13,DELIVERED
10515,9549,2024-05-26,2024-06-05,DELIVERED
10516,9550,2023-08-06,,PACKED
10517,9551,2024-10-26,,IN_TRANSIT
10518,9551,2024-10-27,,IN_TRANSIT
10519,9552,2023-03-02,2023-03-03,DELIVERED
10520,9553,,,
10521,9554,2023-02-04,2023-02-14,DELIVERED
10522,9555,2025-04-21,2025-05-01,RETURNED
10523,9555,2025-04-23,2025-04-30,RETURNED
10524,9555,2025-04-23,2025-04-29,RETURNED
10525,9556,,,
10526,9557,2023-06-12,2023-06-17,RETURNED
10527,9558,2023-02-26,,SHIPPED
10528,9560,2024-02-04,2024-02-07,DELIVERED
10529,9561,2023-08-29,2023-08-31,DELIVERED
10530,9562,2025-08-16,2025-08-23,DELIVERED
10531,9563,2023-06-24,,SHIPPED
10532,9564,2025-07-16,2025-07-18,RETURNED
10533,9565,2025-12-12,,PACKED
10534,9566,2024-08-27,,IN_TRANSIT
10535,9567,2024-03-21,2024-03-28,RETURNED
10536,9568,2025-10-26,,PACKED
10537,9569,2025-03-22,2025-03-30,DELIVERED
10538,9570,2025-06-20,,IN_TRANSIT
10539,9571,2024-09-22,,IN_TRANSIT
10540,9572,2025-03-31,,PACKED
10541,9573,2023-09-30,,PACKED
10542,9574,2023-09-01,2023-09-11,DELIVERED
10543,9575,,,
10544,9576,2025-07-13,,PACKED
10545,9577,2025-07-13,2025-07-20,RETURNED
10546,9577,2025-07-13,2025-07-21,RETURNED
10547,9578,2024-12-13,2024-12-14,DELIVERED
10548,9579,2023-08-12,,IN_TRANSIT
10549,9580,2025-04-10,2025-04-19,RETURNED
10550,9581,2024-01-02,2024-01-08,DELIVERED
10551,9582,2024-11-19,2024-11-20,DELIVERED
10552,9583,2024-01-25,,IN_TRANSIT
10553,9584,2025-01-23,2025-01-29,DELIVERED
10554,9585,2025-04-14,,PACKED
10555,9586,2023-10-14,2023-10-23,DELIVERED
10556,9587,,,CANCELLED
10557,9588,2024-06-30,,IN_TRANSIT
10558,9588,2024-07-01,,IN_TRANSIT
10559,9588,2024-07-01,,SHIPPED
10560,9589,2023-04-22,,SHIPPED
10561,9589,2023-04-20,,IN_TRANSIT
10562,9590,,,
10563,9591,2024-01-21,2024-01-27,DELIVERED
10564,9592,2025-04-14,,IN_TRANSIT
10565,9592,2025-04-12,,SHIPPED
10566,9593,,,
10567,9594,2024-12-28,2024-12-29,RETURNED
10568,9595,2025-07-08,,SHIPPED
10569,9596,2025-02-21,2025-02-22,DELIVERED
10570,9597,,,
10571,9598,2024-11-04,2024-11-08,DELIVERED
10572,9598,2024-11-03,2024-11-12,DELIVERED
10573,9599,2025-02-28,2025-03-02,DELIVERED
10574,9600,2024-01-16,2024-01-18,DELIVERED
10575,9601,,,
10576,9602,2023-06-13,2023-06-15,DELIVERED
10577,9603,2023-07-20,2023-07-22,DELIVERED
10578,9603,2023-07-19,2023-07-27,DELIVERED
10579,9604,2025-01-09,,SHIPPED
10580,9605,2023-06-02,,IN_TRANSIT
10581,9605,2023-06-03,,IN_TRANSIT
10582,9607,2024-04-06,2024-04-13,DELIVERED
10583,9608,,,CANCELLED
10584,9609,2023-01-18,2023-01-26,RETURNED
10585,9610,2025-01-16,,IN_TRANSIT
10586,9611,2025-09-05,,SHIPPED
10587,9612,2025-09-26,2025-09-28,DELIVERED
10588,9613,,,CANCELLED
10589,9614,2024-01-27,,PACKED
10590,9615,2023-09-07,,PACKED
10591,9616,2024-02-21,2024-02-26,DELIVERED
10592,9617,2025-04-29,2025-05-08,DELIVERED
10593,9618,2025-10-09,2025-10-16,DELIVERED
10594,9619,2025-01-04,2025-01-08,DELIVERED
10595,9620,,,
10596,9622,2025-08-20,,SHIPPED
10597,9624,,,
10598,9625,2024-03-27,,IN_TRANSIT
10599,9626,2025-08-04,,PACKED
10600,9627,,,
10601,9629,2025-08-31,2025-09-06,DELIVERED
10602,9630,2025-05-04,2025-05-05,RETURNED
10603,9631,2023-09-11,,IN_TRANSIT
10604,9633,2025-03-08,2025-03-14,DELIVERED
10605,9633,2025-03-10,2025-03-18,DELIVERED
10606,9634,,,
10607,9635,2024-01-28,,IN_TRANSIT
10608,9636,2023-01-30,,SHIPPED
10609,9637,2025-07-19,,PACKED
10610,9638,,,CANCELLED
10611,9639,2024-11-25,2024-12-03,DELIVERED
10612,9639,2024-11-27,2024-12-02,DELIVERED
10613,9639,2024-11-25,2024-12-03,DELIVERED
10614,9640,2023-01-08,,IN_TRANSIT
10615,9640,2023-01-09,,SHIPPED
10616,9641,,,
10617,9642,2023-02-24,2023-03-06,DELIVERED
10618,9643,2024-08-28,2024-08-30,DELIVERED
10619,9643,2024-08-25,2024-08-29,DELIVERED
10620,9644,2023-05-10,2023-05-13,DELIVERED
10621,9645,2024-05-14,,SHIPPED
10622,9646,2024-05-22,,PACKED
10623,9647,,,
10624,9648,2025-04-17,,SHIPPED
10625,9648,2025-04-18,,SHIPPED
10626,9649,2025-02-10,2025-02-11,DELIVERED
10627,9651,2024-11-17,,PACKED
10628,9652,2024-08-06,2024-08-13,DELIVERED
10629,9653,2023-11-09,,IN_TRANSIT
10630,9654,2023-06-18,,IN_TRANSIT
10631,9655,2025-07-06,,IN_TRANSIT
10632,9655,2025-07-08,,IN_TRANSIT
10633,9655,2025-07-07,,IN_TRANSIT
10634,9656,2023-06-01,,PACKED
10635,9657,2024-08-24,2024-08-31,DELIVERED
10636,9657,2024-08-24,2024-08-26,DELIVERED
10637,9657,2024-08-23,2024-09-01,DELIVERED
10638,9658,,,
10639,9659,2024-04-14,2024-04-21,DELIVERED
10640,9659,2024-04-15,2024-04-17,DELIVERED
10641,9660,2025-06-01,,SHIPPED
10642,9661,2025-05-01,2025-05-08,RETURNED
10643,9662,2023-11-13,,SHIPPED
10644,9663,2023-03-18,,IN_TRANSIT
10645,9664,2025-05-02,,PACKED
10646,9665,2024-04-15,2024-04-18,DELIVERED
10647,9666,2025-06-20,,PACKED
10648,9667,2025-10-06,2025-10-12,DELIVERED
10649,9668,2025-07-22,2025-07-28,DELIVERED
10650,9669,2024-01-12,,PACKED
10651,9670,2025-10-22,2025-10-29,RETURNED
10652,9671,2023-06-16,,SHIPPED
10653,9672,2024-03-19,2024-03-28,DELIVERED
10654,9674,2023-05-21,,PACKED
10655,9675,2024-11-20,,SHIPPED
10656,9675,2024-11-20,,SHIPPED
10657,9676,2023-01-17,2023-01-22,DELIVERED
10658,9676,2023-01-20,2023-01-29,DELIVERED
10659,9676,2023-01-17,2023-01-30,DELIVERED
10660,9677,2025-06-06,,IN_TRANSIT
10661,9678,,,
10662,9679,2024-06-19,2024-06-29,DELIVERED
10663,9680,2025-09-20,,IN_TRANSIT
10664,9681,2023-12-27,2024-01-02,DELIVERED
10665,9682,,,CANCELLED
10666,9683,2025-07-30,2025-08-06,DELIVERED
10667,9684,2025-01-05,2025-01-14,DELIVERED
10668,9685,2023-09-16,2023-09-19,RETURNED
10669,9687,2023-02-19,2023-02-23,DELIVERED
10670,9688,2024-10-31,,IN_TRANSIT
10671,9689,2024-05-29,,IN_TRANSIT
10672,9690,2023-01-08,2023-01-14,RETURNED
10673,9691,2024-05-14,,PACKED
10674,9692,2024-12-27,2024-12-30,DELIVERED
10675,9693,2024-07-02,,IN_TRANSIT
10676,9694,2023-08-24,2023-09-03,DELIVERED
10677,9695,2024-07-03,,IN_TRANSIT
10678,9696,2025-03-26,,PACKED
10679,9697,2023-02-09,,SHIPPED
10680,9698,2023-01-06,2023-01-07,DELIVERED
10681,9699,2023-12-08,2023-12-16,DELIVERED
10682,9700,2025-10-02,,SHIPPED
10683,9701,2024-01-11,2024-01-20,DELIVERED
10684,9701,2024-01-10,2024-01-17,DELIVERED
10685,9702,2023-05-28,,IN_TRANSIT
10686,9704,2024-09-05,2024-09-14,RETURNED
10687,9705,2023-01-15,2023-01-20,DELIVERED
10688,9706,2024-10-20,,IN_TRANSIT
10689,9707,2023-01-10,2023-01-17,RETURNED
10690,9708,2023-05-21,2023-05-25,DELIVERED
10691,9708,2023-05-20,2023-05-21,DELIVERED
10692,9709,,,
10693,9710,,,
10694,9711,2025-02-14,2025-02-24,RETURNED
10695,9712,,,
10696,9713,2025-09-22,2025-09-29,DELIVERED
10697,9714,,,
10698,9715,2024-05-02,,PACKED
10699,9716,2024-06-09,2024-06-16,DELIVERED
10700,9717,2024-07-14,,PACKED
10701,9718,2025-02-26,2025-03-01,DELIVERED
10702,9719,2023-10-20,2023-10-21,DELIVERED
10703,9720,2023-06-06,2023-06-11,RETURNED
10704,9721,2023-04-18,2023-04-24,DELIVERED
10705,9722,2023-03-31,2023-04-10,RETURNED
10706,9723,2025-11-12,2025-11-17,RETURNED
10707,9724,2023-07-30,2023-08-07,DELIVERED
10708,9724,2023-08-02,2023-08-05,DELIVERED
10709,9725,2025-01-20,2025-01-30,DELIVERED
10710,9725,2025-01-20,2025-01-26,DELIVERED
10711,9726,,,
10712,9727,2024-12-17,2024-12-20,DELIVERED
10713,9728,2023-09-21,,IN_TRANSIT
10714,9729,2025-09-21,2025-09-24,DELIVERED
10715,9730,2023-01-27,2023-02-02,DELIVERED
10716,9731,2024-12-11,2024-12-12,DELIVERED
10717,9732,2023-09-18,2023-09-27,DELIVERED
10718,9733,2024-04-22,,SHIPPED
10719,9734,2025-12-29,,IN_TRANSIT
10720,9735,2024-04-29,,PACKED
10721,9736,2024-08-30,,PACKED
10722,9737,2023-10-21,2023-10-25,DELIVERED
10723,9738,2025-04-19,,SHIPPED
10724,9739,2024-03-11,,IN_TRANSIT
10725,9740,2025-06-09,,SHIPPED
10726,9741,2025-10-03,2025-10-04,DELIVERED
10727,9742,2025-08-29,,SHIPPED
10728,9743,2025-05-13,2025-05-20,DELIVERED
10729,9744,2024-03-07,2024-03-08,DELIVERED
10730,9746,2024-11-07,,PACKED
10731,9747,2023-08-21,,PACKED
10732,9748,2023-03-31,,PACKED
10733,9749,2023-09-30,2023-10-03,DELIVERED
10734,9750,2024-04-24,,PACKED
10735,9751,,,
10736,9752,2025-12-15,2025-12-17,DELIVERED
10737,9754,2025-09-24,,PACKED
10738,9755,2024-07-23,,PACKED
10739,9756,2023-04-22,2023-04-30,RETURNED
10740,9756,2023-04-21,2023-04-28,RETURNED
10741,9757,2024-05-24,,IN_TRANSIT
10742,9757,2024-05-24,,IN_TRANSIT
10743,9758,2024-11-30,2024-12-01,DELIVERED
10744,9759,2023-11-29,2023-12-06,DELIVERED
10745,9759,2023-11-29,2023-12-09,DELIVERED
10746,9760,2023-10-25,2023-11-14,DELIVERED
10747,9761,2025-12-22,,PACKED
10748,9762,2023-08-27,2023-09-06,DELIVERED
10749,9763,2024-06-05,,IN_TRANSIT
10750,9763,2024-06-03,,IN_TRANSIT
10751,9764,2024-08-30,,PACKED
10752,9765,2025-10-19,2025-10-28,DELIVERED
10753,9766,2024-05-09,,SHIPPED
10754,9767,2024-03-28,,PACKED
10755,9768,2023-12-23,2023-12-29,DELIVERED
10756,9769,2025-07-10,2025-07-22,DELIVERED
10757,9770,2023-07-28,2023-07-29,DELIVERED
10758,9771,2023-11-30,2023-12-03,DELIVERED
10759,9772,2025-10-16,,PACKED
10760,9773,,,CANCELLED
10761,9774,2024-02-10,2024-02-11,DELIVERED
10762,9775,2024-03-17,,SHIPPED
10763,9778,2024-09-08,,IN_TRANSIT
10764,9779,2023-11-20,,IN_TRANSIT
10765,9780,,,CANCELLED
10766,9781,,,
10767,9782,2024-11-10,,IN_TRANSIT
10768,9783,2025-04-26,,PACKED
10769,9784,2025-12-12,,IN_TRANSIT
10770,9784,2025-12-14,,SHIPPED
10771,9785,2023-02-15,2023-02-17,DELIVERED
10772,9785,2023-02-13,2023-03-04,DELIVERED
10773,9785,2023-02-13,2023-02-18,DELIVERED
10774,9786,2025-01-11,2025-01-14,DELIVERED
10775,9787,2024-02-02,,SHIPPED
10776,9788,,,CANCELLED
10777,9789,2024-06-12,2024-06-14,DELIVERED
10778,9790,2025-10-07,,PACKED
10779,9791,2024-05-16,,PACKED
10780,9792,2024-08-18,2024-08-23,DELIVERED
10781,9792,2024-08-16,2024-08-20,DELIVERED
10782,9793,2023-06-13,,IN_TRANSIT
10783,9794,,,CANCELLED
10784,9795,,,
10785,9796,,,
10786,9797,2024-11-12,2024-11-17,DELIVERED
10787,9798,,,
10788,9799,2023-12-08,2023-12-12,DELIVERED
10789,9800,2023-10-18,,SHIPPED
10790,9801,2025-07-30,,SHIPPED
10791,9803,2024-10-06,2024-10-10,DELIVERED
10792,9804,2025-09-02,2025-09-09,DELIVERED
10793,9805,2024-01-05,2024-01-10,RETURNED
10794,9806,2023-07-05,2023-07-15,RETURNED
10795,9806,2023-07-04,2023-07-05,RETURNED
10796,9807,2023-03-01,,PACKED
10797,9808,2025-09-16,2025-09-23,DELIVERED
10798,9809,2024-04-08,2024-04-17,DELIVERED
10799,9810,2024-05-23,,PACKED
10800,9811,2024-12-13,2024-12-20,DELIVERED
10801,9812,2023-07-01,,IN_TRANSIT
10802,9813,2025-04-28,2025-04-30,DELIVERED
10803,9814,2024-02-12,2024-02-26,DELIVERED
10804,9815,2023-01-12,2023-01-17,DELIVERED
10805,9816,2025-08-25,2025-09-04,DELIVERED
10806,9816,2025-08-23,2025-08-27,DELIVERED
10807,9817,2024-08-02,,PACKED
10808,9818,2023-03-23,2023-03-31,DELIVERED
10809,9819,2024-01-16,,IN_TRANSIT
10810,9820,,,
10811,9821,2023-01-27,,IN_TRANSIT
10812,9822,2025-08-07,2025-08-15,DELIVERED
10813,9823,2023-12-06,2023-12-08,DELIVERED
10814,9823,2023-12-07,2023-12-15,DELIVERED
10815,9824,2025-07-10,,SHIPPED
10816,9825,2024-07-09,,IN_TRANSIT
10817,9825,2024-07-07,,IN_TRANSIT
10818,9825,2024-07-06,,IN_TRANSIT
10819,9826,2025-05-23,2025-05-29,RETURNED
10820,9827,2023-11-10,,SHIPPED
10821,9828,,,CANCELLED
10822,9829,2023-02-25,2023-02-27,DELIVERED
10823,9829,2023-02-27,2023-03-07,DELIVERED
10824,9829,2023-02-26,2023-03-05,DELIVERED
10825,9830,,,CANCELLED
10826,9831,,,
10827,9833,,,
10828,9834,2023-05-16,2023-05-23,DELIVERED
10829,9835,2023-10-27,2023-10-29,DELIVERED
10830,9836,2023-01-23,2023-02-01,DELIVERED
10831,9838,,,CANCELLED
10832,9840,2025-07-28,,IN_TRANSIT
10833,9841,2024-12-30,2025-01-05,DELIVERED
10834,9842,2025-05-10,2025-05-11,RETURNED
10835,9843,2025-09-05,2025-09-13,DELIVERED
10836,9844,2025-04-27,2025-05-06,DELIVERED
10837,9845,2024-09-07,,SHIPPED
10838,9846,2024-04-16,,IN_TRANSIT
10839,9847,2024-06-14,,SHIPPED
10840,9848,2025-09-03,2025-09-13,DELIVERED
10841,9850,2023-02-28,,SHIPPED
10842,9851,2025-02-27,2025-03-02,DELIVERED
10843,9852,2025-03-27,,PACKED
10844,9853,2023-02-11,,SHIPPED
10845,9854,2023-07-22,,PACKED
10846,9855,2025-11-29,,IN_TRANSIT
10847,9855,2025-11-26,,SHIPPED
10848,9856,2023-10-19,2023-10-24,DELIVERED
10849,9857,,,
10850,9859,2023-10-21,2023-10-30,DELIVERED
10851,9860,2025-02-14,2025-02-23,DELIVERED
10852,9860,2025-02-13,2025-02-22,DELIVERED
10853,9861,2024-03-04,,IN_TRANSIT
10854,9862,2024-10-10,,PACKED
10855,9863,2023-10-18,2023-10-25,DELIVERED
10856,9864,2025-02-27,,SHIPPED
10857,9865,2025-11-17,2025-11-24,RETURNED
10858,9866,2024-07-02,2024-07-09,DELIVERED
10859,9867,2023-01-09,,SHIPPED
10860,9867,2023-01-11,,SHIPPED
10861,9868,2024-12-01,,SHIPPED
10862,9869,2025-06-03,,IN_TRANSIT
10863,9870,2023-02-28,,IN_TRANSIT
10864,9871,2025-02-10,,PACKED
10865,9872,2023-06-26,2023-07-04,DELIVERED
10866,9873,2025-09-20,2025-10-09,DELIVERED
10867,9874,2023-10-01,2023-10-05,DELIVERED
10868,9875,2025-09-04,2025-09-12,DELIVERED
10869,9876,2023-01-31,,SHIPPED
10870,9876,2023-01-31,,SHIPPED
10871,9877,2025-12-17,2025-12-27,DELIVERED
10872,9878,2023-04-06,2023-04-13,RETURNED
10873,9879,2024-10-24,,IN_TRANSIT
10874,9879,2024-10-23,,IN_TRANSIT
10875,9880,,,
10876,9881,2023-08-10,2023-08-13,DELIVERED
10877,9882,,,
10878,9883,2024-09-13,2024-09-15,DELIVERED
10879,9884,2023-05-06,2023-05-15,DELIVERED
10880,9885,2024-05-15,,IN_TRANSIT
10881,9886,2025-11-08,,IN_TRANSIT
10882,9886,2025-11-10,,SHIPPED
10883,9887,2024-04-04,2024-04-11,RETURNED
10884,9888,,,
10885,9889,2023-02-21,2023-02-25,DELIVERED
10886,9890,2023-08-21,,SHIPPED
10887,9891,2025-05-03,,SHIPPED
10888,9892,2023-06-02,,SHIPPED
10889,9893,2024-08-25,2024-08-26,DELIVERED
10890,9894,2024-11-01,2024-11-10,DELIVERED
10891,9895,2024-06-08,2024-06-18,DELIVERED
10892,9896,2023-12-21,,IN_TRANSIT
10893,9897,2024-07-13,,SHIPPED
10894,9898,2023-03-14,,IN_TRANSIT
10895,9898,2023-03-15,,SHIPPED
10896,9899,2025-12-05,,SHIPPED
10897,9900,2023-03-04,,IN_TRANSIT
10898,9901,2024-11-08,2024-11-15,RETURNED
10899,9902,2023-11-02,,SHIPPED
10900,9903,2023-09-26,2023-10-01,DELIVERED
10901,9904,2025-12-17,2025-12-26,DELIVERED
10902,9905,2025-12-07,,PACKED
10903,9906,2025-06-07,2025-06-12,DELIVERED
10904,9907,,,CANCELLED
10905,9908,2023-08-30,2023-09-04,DELIVERED
10906,9909,,,CANCELLED
10907,9910,2023-01-19,2023-01-28,DELIVERED
10908,9911,2023-04-25,2023-04-26,DELIVERED
10909,9912,2024-02-13,,IN_TRANSIT
10910,9913,2025-12-21,2025-12-23,DELIVERED
10911,9913,2025-12-21,2025-12-31,DELIVERED
10912,9913,2025-12-20,2026-01-04,DELIVERED
10913,9914,2023-01-24,2023-01-26,DELIVERED
10914,9915,2024-06-11,,IN_TRANSIT
10915,9916,2023-12-02,,IN_TRANSIT
10916,9917,2025-01-01,,SHIPPED
10917,9918,2025-09-03,,IN_TRANSIT
10918,9920,2024-06-21,,SHIPPED
10919,9920,2024-06-19,,IN_TRANSIT
10920,9921,2023-02-18,2023-02-19,DELIVERED
10921,9922,2023-03-21,2023-03-24,DELIVERED
10922,9922,2023-03-22,2023-03-25,DELIVERED
10923,9923,2024-07-03,2024-07-05,DELIVERED
10924,9924,2023-08-22,,PACKED
10925,9925,2023-01-21,2023-01-26,DELIVERED
10926,9925,2023-01-18,2023-01-23,DELIVERED
10927,9925,2023-01-18,2023-01-21,DELIVERED
